,target_id,symbol,log2FC,pvalue,padj,statistic,baseMean
17861,NM_001115016.3,KANSL3,0.143058429,0.498530494,1,0.676803726,41.04039091
3449,NM_001115113.3,WDR26,0.10469129,0.511223783,1,0.656933335,131.1213662
36365,NM_001115116.2,ANKRD53,NA,NA,NA,NA,0
14014,NM_001115152.2,CD300LD,0.120184889,0.905407333,1,0.118833418,1.944236759
11356,NM_001116.4,ADCY9,0.17979137,0.728462397,1,0.347171612,7.476967868
35559,NM_001117.5,ADCYAP1,NA,NA,NA,NA,0
27207,NM_001118.5,ADCYAP1R1,0.826690481,0.887221168,1,0.141821289,0.241086556
30994,NM_001118886.2,GLRA2,1.347242282,0.768857201,1,0.293870054,0.271183013
28555,NM_001118887.2,ANGPT2,2.081907647,0.496186133,1,0.680502827,0.399128098
28556,NM_001118888.2,ANGPT2,0,1,1,0,0.12150781
24482,NM_001118890.2,GLRX,0.151128267,0.430420713,1,0.788471927,55.20015636
22967,NM_001119.5,ADD1,-0.108161931,0.689824455,1,-0.399093305,38.68544161
4806,NM_001121.4,ADD3,0.593388598,0.180456925,1,1.339349488,15.94467009
29807,NM_001122.4,PLIN2,0.337090137,0.338616377,1,0.956902683,13.23087947
40312,NM_001122606.1,LAMP2,NA,NA,NA,NA,0
20109,NM_001122607.2,RUNX1,-1.359433934,0.231710685,1,-1.195963802,1.748083628
30971,NM_001122608.3,HCCS,0.362326006,0.92959913,1,0.088349207,1.234220904
33164,NM_001122630.2,CDKN1C,NA,NA,NA,NA,0
33165,NM_001122631.2,CDKN1C,NA,NA,NA,NA,0
18809,NM_001122633.3,CPS1,-1.984538439,0.768559718,1,-0.294259368,0.457150403
34255,NM_001122636.2,GALNT9,NA,NA,NA,NA,0
36410,NM_001122646.3,FAM178B,NA,NA,NA,NA,0
34333,NM_001122659.3,EDNRB,NA,NA,NA,NA,0
40454,NM_001122665.3,DDX3Y,NA,NA,NA,NA,0
38337,NM_001122679.2,TENM2,NA,NA,NA,NA,0
22964,NM_001122681.2,SH3BP2,0.485083561,0.385096064,1,0.868544972,7.670369936
40322,NM_001122716.2,PRR32,NA,NA,NA,NA,0
20303,NM_001122731.2,MICAL3,-0.483906709,0.310402583,1,-1.014377654,12.61625195
37428,NM_001122757.3,POU1F1,NA,NA,NA,NA,0
2899,NM_001122764.3,PPOX,1.796973794,0.789747958,1,0.266637918,0.062869799
26237,NM_001122769.3,LCA5,0.356537177,0.446319017,1,0.761566095,8.806532169
3045,NM_001122770.3,ZBTB37,-0.137377086,0.79619462,1,-0.258275077,7.895596237
7685,NM_001122772.2,AGAP2,-0.551102495,0.700676998,1,-0.384406751,0.694021913
36697,NM_001122779.2,FAM124B,NA,NA,NA,NA,0
1016,NM_001122819.3,KIF17,0.850859795,0.550645335,1,0.596793385,1.651485189
30657,NM_001122821.2,SET,0.240011439,0.441546008,1,0.769585165,167.9741172
30765,NM_001122823.2,GTF3C5,0.939463148,0.302445572,1,1.031203131,8.343789383
28920,NM_001122824.2,TACC1,0,1,1,0,0.281613261
29254,NM_001122825.2,ESRP1,-0.373309989,0.344721373,1,-0.944877592,16.6928409
29252,NM_001122826.2,ESRP1,0.546636082,0.448085004,1,0.758611479,3.460404756
29251,NM_001122827.2,ESRP1,0,1,1,0,0.062123392
3523,NM_001122835.3,TTC13,-0.105941158,0.780430645,1,-0.278757874,14.27112518
2673,NM_001122839.2,SLC50A1,0.751305693,0.153051978,1,1.428833904,8.222356833
38775,NM_001122841.3,FRMD1,NA,NA,NA,NA,0
26509,NM_001122842.3,NCOA7,-0.813689431,0.164966829,1,-1.388559206,7.480328124
6797,NM_001122847.3,SLC6A12,0,1,1,0,0.033751398
6798,NM_001122848.3,SLC6A12,-0.135089075,0.984072211,1,-0.01996385,0.158391981
25047,NM_001122853.3,MYOZ3,-0.136070789,0.91911102,1,-0.101553589,0.959731655
21741,NM_001122870.3,PPM1M,0.019801457,0.951910987,1,0.060307176,18.04617844
35195,NM_001122890.3,GGT6,NA,NA,NA,NA,0
30944,NM_001122898.3,CD99,-0.923138859,0.470667357,1,-0.721393642,1.390235739
32485,NM_001122951.3,ACKR1,NA,NA,NA,NA,0
27287,NM_001122956.2,DBNL,1.639195162,0.358890986,1,0.917480349,1.184900328
36786,NM_001122962.2,SIRPB2,NA,NA,NA,NA,0
17479,NM_001122964.3,PPP4R3B,0.499426181,0.139345269,1,1.478233578,20.72821865
32364,NM_001122965.1,RPTN,NA,NA,NA,NA,0
32690,NM_001122979.3,FCAMR,NA,NA,NA,NA,0
27326,NM_001123065.1,LINC02902,0.826685599,0.902764416,1,0.122169961,0.183988874
20996,NM_001123225.3,SYCE3,-1.144016514,0.295713937,1,-1.045668876,1.96684826
26201,NM_001123226.2,MTO1,-0.144910677,0.908974049,1,-0.114332716,1.050637099
26413,NM_001123364.2,METTL24,-0.138868223,0.824402478,1,-0.221886195,4.97824384
14791,NM_001123366.2,HMSD,-0.075153081,0.87666809,1,-0.155194366,8.011600984
32861,NM_001123376.3,TMEM72,NA,NA,NA,NA,0
31103,NM_001123383.1,BCOR,-0.04714987,0.888991309,1,-0.139580676,23.5082702
31105,NM_001123384.2,BCOR,0.178546339,0.640461824,1,0.467053189,27.77325004
31104,NM_001123385.2,BCOR,0.566819654,0.236806716,1,1.183006134,11.55862805
35347,NM_001123387.1,KRTAP2-1,NA,NA,NA,NA,0
13296,NM_001123391.3,TBC1D3,1.033151947,0.320660632,1,0.993101215,1.863203888
35311,NM_001123392.3,TBC1D3H,NA,NA,NA,NA,0
32160,NM_001123395.2,CLDN19,NA,NA,NA,NA,0
5335,NM_001124.3,ADM,0.458107623,0.311646656,1,1.011772887,11.6267026
12596,NM_001124758.3,SPNS2,0.875579128,0.632898172,1,0.477651637,0.735273779
21931,NM_001124759.3,FRG2C,1.759729052,0.593980272,1,0.533077012,0.340980537
21756,NM_001124767.2,SMIM4,0.204277113,0.693087041,1,0.394669193,6.794130558
22131,NM_001125.4,ADPRH,0,1,1,0,0.060188257
3604,NM_001126.5,ADSS2,-0.186718408,0.246899894,1,-1.157912138,120.8658186
32243,NM_001126044.2,PTGER3,NA,NA,NA,NA,0
2816,NM_001126050.2,HDGF,-0.854081521,0.078840371,1,-1.757454498,19.15479016
2813,NM_001126051.1,HDGF,-0.097986374,0.420303645,1,-0.805894566,389.9135756
40123,NM_001126054.2,CASK,NA,NA,NA,NA,0
31115,NM_001126055.2,CASK,-0.38943739,0.15551431,1,-1.420320793,28.32615679
15884,NM_001126056.3,DMKN,0.370125863,0.425487578,1,0.796937073,13.1941803
15889,NM_001126057.3,DMKN,-0.135089075,0.984072211,1,-0.01996385,0.227688781
35918,NM_001126058.3,DMKN,NA,NA,NA,NA,0
15879,NM_001126059.4,DMKN,3.001666156,0.227042261,1,1.208013002,7.226259414
26196,NM_001126063.3,KHDC1L,-0.135090712,0.976785195,1,-0.02909955,0.281239201
35050,NM_001126107.2,SLC12A3,NA,NA,NA,NA,0
35051,NM_001126108.2,SLC12A3,NA,NA,NA,NA,0
29210,NM_001126111.3,OSGIN2,0.469488096,0.649455782,1,0.454518357,3.905827908
12788,NM_001126112.2,TP53,0.158822245,0.599301804,1,0.52540482,66.62207785
12787,NM_001126113.2,TP53,1.896065565,0.59879021,1,0.526141049,5.492149188
12786,NM_001126114.2,TP53,1.273678554,0.125048371,1,1.533923919,7.948691527
12784,NM_001126115.1,TP53,-0.321310841,0.516500523,1,-0.64874916,61.62766645
12783,NM_001126116.1,TP53,0,1,1,0,0.606709436
35229,NM_001126117.1,TP53,NA,NA,NA,NA,0
12785,NM_001126118.1,TP53,1.135694077,0.369445119,1,0.897513226,4.662920249
14079,NM_001126121.2,SLC25A19,0.289704702,0.565265392,1,0.575038304,32.1739783
21918,NM_001126128.2,PROK2,0.86144587,0.353705095,1,0.92742658,3.236428468
11978,NM_001126129.2,GINS3,-0.071645223,0.914317348,1,-0.107594515,6.352123718
11976,NM_001126130.2,GINS3,1.083830031,0.626437866,1,0.486746673,3.447571785
10961,NM_001126131.2,POLG,0.363783024,0.4612684,1,0.736759855,54.22692558
16853,NM_001126132.3,TNNT1,0.544305451,0.774787023,1,0.286118944,3.515484848
16854,NM_001126133.3,TNNT1,0.048201507,0.936638649,1,0.079495327,50.44631804
6681,NM_001126181.2,NRGN,1.334560052,0.473347438,1,0.717043206,3.226755434
32029,NM_001126240.3,TP73,NA,NA,NA,NA,0
32028,NM_001126241.3,TP73,NA,NA,NA,NA,0
32027,NM_001126242.3,TP73,NA,NA,NA,NA,0
23240,NM_001126328.3,LNX1,0.351380686,0.432034446,1,0.785715047,8.530749341
30023,NM_001126334.1,FOXD4L5,1.08241808,0.345705391,1,0.942952126,1.323076933
15811,NM_001126335.2,SLC7A9,1.350429185,0.40055913,1,0.84062307,1.077933039
24437,NM_001126336.3,VCAN,0.280813493,0.592592861,1,0.535082427,11.76587792
2520,NM_001126337.2,TUFT1,-0.115521363,0.683618315,1,-0.407530613,23.4196434
9100,NM_001126339.3,THTPA,2.623422384,0.673571899,1,0.421250874,0.804183077
27952,NM_001126340.3,ORAI2,0.42746783,0.593994353,1,0.533056669,5.713899457
32482,NM_001127173.3,CADM3,NA,NA,NA,NA,0
14669,NM_001127174.3,MRO,0.826695845,0.856849522,1,0.180386028,0.391405842
14665,NM_001127175.3,MRO,0,1,1,0,0.034143543
14664,NM_001127176.3,MRO,0,1,1,0,0.094754975
22900,NM_001127178.3,PIGG,0.186988033,0.619106194,1,0.497117501,13.24130844
6247,NM_001127180.2,MYO7A,-1.096863749,0.871228948,1,-0.162097661,0.094430795
3038,NM_001127181.2,CENPL,0.931016382,0.155575754,1,1.420109674,4.340201833
4538,NM_001127182.2,CEP55,-0.239810961,0.399049452,1,-0.843320086,77.73501096
18694,NM_001127183.4,CFLAR,0.098312782,0.927708069,1,0.090728821,1.54591629
10734,NM_001127190.2,CSK,0.600870806,0.446514568,1,0.761238598,42.14027141
22264,NM_001127192.2,CNBP,-0.010037859,0.994328198,1,-0.00710861,4.922105372
444,NM_001127193.2,CNBP,-1.100157924,0.007898104,0.56851889,-2.656395026,48.35716409
22266,NM_001127194.2,CNBP,0.252180109,0.880240367,1,0.150664515,4.183068208
22267,NM_001127195.2,CNBP,0.669041225,0.171213253,1,1.368315782,31.09344174
22268,NM_001127196.2,CNBP,-0.411119589,0.044311988,1,-2.011127526,91.91543006
31715,NM_001127197.2,ELF4,-0.051780862,0.848961696,1,-0.190443395,29.39970795
31228,NM_001127199.1,GAGE12D,0.826685599,0.902764416,1,0.122169961,0.027957144
8939,NM_001127202.4,PCID2,0.149548658,0.714471911,1,0.36585683,32.69482272
8940,NM_001127203.4,PCID2,-0.370981575,0.443706934,1,-0.76594852,22.70693618
18834,NM_001127207.2,SMARCAL1,-0.120043914,0.650215764,1,-0.453462467,27.22261766
4890,NM_001127211.3,SHTN1,-0.33925399,0.157333292,1,-1.414097449,35.99156668
12448,NM_001127214.4,ACSF3,4.337658582,0.186718923,1,1.320347801,1.799384431
5533,NM_001127219.2,ACCS,-0.654563717,0.45120111,1,-0.753414104,3.113607479
35843,NM_001127222.2,CACNA1A,NA,NA,NA,NA,0
5489,NM_001127223.1,CD59,-0.268091058,0.604227742,1,-0.518330434,16.13768642
13657,NM_001127228.2,CBX1,-0.190277734,0.255534925,1,-1.13700804,315.7951114
711,NM_001127229.2,AURKAIP1,-2.035674684,0.711409244,1,-0.369964093,0.386913219
712,NM_001127230.2,AURKAIP1,0,1,1,0,0.029986897
27474,NM_001127231.3,AUTS2,-0.136063968,0.893993079,1,-0.133253275,2.743926746
27473,NM_001127232.3,AUTS2,0,1,1,0,0.179125855
24195,NM_001127235.2,GPBP1,-0.338642688,0.716866739,1,-0.362649486,2.631211699
24196,NM_001127236.2,GPBP1,-0.152303183,0.795631882,1,-0.259004353,15.05695399
16441,NM_001127240.3,BBC3,0,1,1,0,0.066912185
16442,NM_001127241.3,BBC3,2.573517163,0.07182936,1,1.800198126,1.935737088
16443,NM_001127242.3,BBC3,0.126104878,0.829354105,1,0.215530025,6.030050274
30672,NM_001127245.2,LRRC8A,0.317957525,0.605024536,1,0.517188562,7.268902509
36120,NM_001127255.1,NLRP7,NA,NA,NA,NA,0
18606,NM_001127257.2,SLC39A10,0.826692712,0.877108601,1,0.154635603,0.580309137
22939,NM_001127266.2,TMEM129,0.853096145,0.354759157,1,0.925397542,13.76840375
7520,NM_001127321.1,CBX5,0.501258529,0.318304428,1,0.997948302,16.49521795
7519,NM_001127322.1,CBX5,1.858306503,0.024996429,1,2.241457905,3.993587075
39153,NM_001127323.1,GRM8,NA,NA,NA,NA,0
40144,NM_001127345.2,GAGE12B,NA,NA,NA,NA,0
1245,NM_001127350.2,MED18,0.76996586,0.762806651,1,0.30179722,0.931749307
39022,NM_001127357.2,PHTF2,NA,NA,NA,NA,0
27581,NM_001127358.2,PHTF2,0,1,1,0,0.097053599
1366,NM_001127361.3,RNF19B,-0.465905199,0.568323286,1,-0.570522618,3.042752406
7926,NM_001127362.2,NR2C1,0.06556204,0.820221076,1,0.227260641,26.09860404
27126,NM_001127364.3,FAM221A,0.631275449,0.128098489,1,1.521643273,13.7115632
27124,NM_001127365.3,FAM221A,-0.14637575,0.917128013,1,-0.104052087,0.944147791
18951,NM_001127366.3,PAX3,0.026880268,0.970561661,1,0.036903862,7.855445538
27095,NM_001127370.3,CDCA7L,-0.857131344,0.772407126,1,-0.289227713,0.83819381
27097,NM_001127371.3,CDCA7L,-0.106510451,0.746823911,1,-0.322830107,21.92624265
8405,NM_001127372.3,ZNF84,0.377948835,0.721064118,1,0.357036984,6.522245445
5405,NM_001127380.3,SAA2,0.245554349,0.600411168,1,0.523809323,9.526630339
18407,NM_001127383.2,CYBRD1,0.757191988,0.752300539,1,0.315607376,0.508828951
36633,NM_001127391.3,FLACC1,NA,NA,NA,NA,0
5733,NM_001127392.3,MYRF,0.374266976,0.758231096,1,0.307804502,1.292684557
9990,NM_001127393.2,ATP5MJ,0.087207846,0.779384432,1,0.280121315,21.53487678
3132,NM_001127394.4,TSEN15,-0.723030677,0.054020718,1,-1.92667041,15.75185593
15179,NM_001127396.3,STXBP2,-0.876323926,0.50129714,1,-0.672450191,2.430942393
17275,NM_001127399.2,YPEL5,-0.622005023,0.803417954,1,-0.248926089,0.902051265
17276,NM_001127400.2,YPEL5,-0.090794548,0.728299832,1,-0.34738802,31.66344606
17277,NM_001127401.2,YPEL5,0.304055375,0.633588979,1,0.476681444,7.152711685
39167,NM_001127441.2,CPA5,NA,NA,NA,NA,0
28210,NM_001127442.2,CPA5,0,1,1,0,0.029862828
39035,NM_001127444.2,CD36,NA,NA,NA,NA,0
11407,NM_001127448.2,ABAT,0,1,1,0,0.059010569
27133,NM_001127453.2,GSDME,-0.293959079,0.357124897,1,-0.920857372,18.00627728
27135,NM_001127454.2,GSDME,0.826685599,0.902764416,1,0.122169961,0.062833365
19315,NM_001127458.2,CRLS1,-0.071612026,0.849883531,1,-0.189267034,14.60632737
7594,NM_001127460.3,PAN2,0.244866626,0.670532362,1,0.425417485,7.891317014
28175,NM_001127487.2,FLNC,0.222528611,0.799090616,1,0.254524193,5.116128504
20245,NM_001127491.3,ITGB2,0.826685599,0.902764416,1,0.122169961,0.065578443
28100,NM_001127500.3,MET,0.858182927,0.458595176,1,0.741162074,1.104085281
1031,NM_001127501.4,ALPL,1.735570025,0.796869028,1,0.257401263,0.157963468
28682,NM_001127505.3,ASAH1,-1.996902813,0.767136298,1,-0.296122806,0.128474187
24587,NM_001127510.3,APC,-1.146104032,0.387048102,1,-0.864983032,1.582454753
38144,NM_001127511.3,APC,NA,NA,NA,NA,0
6900,NM_001127582.2,ING4,-0.375867813,0.253792778,1,-1.141185403,21.81579674
6903,NM_001127583.2,ING4,0.8145855,0.13517624,1,1.493997626,8.126226296
6904,NM_001127584.2,ING4,-0.323022242,0.38211088,1,-0.87401354,12.81151256
6905,NM_001127585.2,ING4,-1.033099818,0.621769192,1,-0.493344498,0.737695773
6901,NM_001127586.2,ING4,0.826701638,0.754473919,1,0.312745639,0.433968104
32533,NM_001127592.2,FCGR3A,NA,NA,NA,NA,0
32536,NM_001127593.1,FCGR3A,NA,NA,NA,NA,0
32534,NM_001127595.2,FCGR3A,NA,NA,NA,NA,0
32535,NM_001127596.2,FCGR3A,NA,NA,NA,NA,0
5149,NM_001127598.3,IGF2,1.102469005,0.698390386,1,0.387494189,0.513712675
30077,NM_001127603.2,NMRK1,-1.991441918,0.48229634,1,-0.702613993,0.405974446
4507,NM_001127605.3,LIPA,-1.997403516,0.76707867,1,-0.296198269,0.586072095
11733,NM_001127617.2,ALDOA,1.800651033,0.075478268,1,1.777547106,112.1445958
1080,NM_001127621.2,GALE,-1.127211962,0.488884033,1,-0.69208487,1.441532116
3342,NM_001127641.1,LAMB3,-1.151434633,0.502804367,1,-0.670083807,1.144494974
38331,NM_001127643.2,GABRA1,NA,NA,NA,NA,0
38332,NM_001127644.2,GABRA1,NA,NA,NA,NA,0
38333,NM_001127645.2,GABRA1,NA,NA,NA,NA,0
38334,NM_001127648.2,GABRA1,NA,NA,NA,NA,0
20306,NM_001127649.3,PEX26,1.105051668,0.236457458,1,1.183887857,5.366381756
32618,NM_001127651.3,NCF2,NA,NA,NA,NA,0
30462,NM_001127662.2,GSN,3.579860923,0.592330237,1,0.535462275,0.647167827
30474,NM_001127663.2,GSN,0,1,1,0,0.125586048
30478,NM_001127664.2,GSN,-1.096863749,0.871228948,1,-0.162097661,0.066656216
39914,NM_001127665.2,GSN,NA,NA,NA,NA,0
30469,NM_001127666.2,GSN,0,1,1,0,0.152223104
30468,NM_001127667.2,GSN,0,1,1,0,0.060654378
20101,NM_001127669.4,KCNE1,0.826685599,0.902764416,1,0.122169961,0.058012953
24079,NM_001127671.2,LIFR,-2.050658259,0.030940504,1,-2.157837041,3.964665999
31547,NM_001127688.2,BEX4,-0.417537437,0.300122384,1,-1.036170978,136.5515098
1156,NM_001127691.3,RHD,0.860239751,0.513234014,1,0.653810324,1.62083041
19712,NM_001127695.2,CTSA,0.377375184,0.379507837,1,0.878803483,13.88177335
9806,NM_001127696.2,ATXN3,0.181142136,0.875346723,1,0.156870737,1.173952486
38273,NM_001127698.2,SPINK5,NA,NA,NA,NA,0
38272,NM_001127699.2,SPINK5,NA,NA,NA,NA,0
34600,NM_001127700.2,SERPINA1,NA,NA,NA,NA,0
34598,NM_001127701.2,SERPINA1,NA,NA,NA,NA,0
34599,NM_001127702.2,SERPINA1,NA,NA,NA,NA,0
34603,NM_001127703.2,SERPINA1,NA,NA,NA,NA,0
34604,NM_001127704.2,SERPINA1,NA,NA,NA,NA,0
34602,NM_001127705.2,SERPINA1,NA,NA,NA,NA,0
34605,NM_001127706.2,SERPINA1,NA,NA,NA,NA,0
34606,NM_001127707.2,SERPINA1,NA,NA,NA,NA,0
32620,NM_001127708.3,PRG4,NA,NA,NA,NA,0
3146,NM_001127709.3,PRG4,0,1,1,0,0.029546934
3145,NM_001127710.3,PRG4,0.826685599,0.902764416,1,0.122169961,0.088547977
9314,NM_001127713.1,ATL1,0.206168873,0.508434931,1,0.661276622,20.00259386
1542,NM_001127714.3,HIVEP3,0.27882991,0.876012996,1,0.156025405,0.724756613
26666,NM_001127715.2,STXBP5,-0.139605072,0.826669581,1,-0.218974925,4.93139695
10543,NM_001127889.5,SPG21,-0.252225429,0.123920952,1,-1.538522335,89.75110542
10545,NM_001127890.5,SPG21,-0.720524113,0.540776928,1,-0.611638549,1.612778791
16305,NM_001127893.2,CEACAM19,0.309561781,0.656011336,1,0.445426818,4.429898286
15825,NM_001127895.2,CHST8,0.457240709,0.784878175,1,0.272967531,0.860500643
15824,NM_001127896.2,CHST8,2.341760969,0.727309836,1,0.348706271,0.283311963
11871,NM_001127897.4,RPGRIP1L,0.351812745,0.616276325,1,0.501134702,4.095461756
31234,NM_001127898.4,CLCN5,0.66843497,0.595183685,1,0.531339288,1.517841226
31235,NM_001127899.4,CLCN5,-0.45552724,0.700786881,1,-0.384258477,1.418070598
12236,NM_001128.6,AP1G1,-0.43919551,0.08075899,1,-1.746299114,40.92576998
12861,NM_001128076.3,SPDYE4,0.448852589,0.67498579,1,0.419315199,1.669172491
37029,NM_001128077.1,KRTAP20-3,NA,NA,NA,NA,0
35189,NM_001128085.1,ASPA,NA,NA,NA,NA,0
9204,NM_001128126.3,AP4S1,0.33285121,0.434383799,1,0.781712083,10.27440372
18578,NM_001128143.2,PMS1,-0.320974205,0.507430988,1,-0.662843192,12.29533383
18579,NM_001128144.2,PMS1,0.440439938,0.685720052,1,0.40467006,1.688531178
13183,NM_001128147.3,NF1,0.28431834,0.823670863,1,0.222826088,1.166944927
609,NM_001128148.3,TFRC,0.554755114,0.016460365,0.864938883,2.398544753,96.14709974
21875,NM_001128149.3,ATXN7,0.362524817,0.374730685,1,0.887646961,10.5035899
18574,NM_001128150.2,ORMDL1,-0.395254988,0.085542455,1,-1.719395095,47.93085736
12499,NM_001128159.3,VPS53,0.019758347,0.960207017,1,0.049893802,11.70722725
40289,NM_001128168.3,PAK3,NA,NA,NA,NA,0
40290,NM_001128172.2,PAK3,NA,NA,NA,NA,0
40288,NM_001128173.3,PAK3,NA,NA,NA,NA,0
23617,NM_001128174.3,UGT8,-0.55275552,0.307054503,1,-1.021422093,8.021803426
14519,NM_001128175.2,DTNA,-1.742100183,0.197867092,1,-1.287652108,1.093142628
21254,NM_001128176.3,THRB,0.676166353,0.90200369,1,0.123130587,0.39869727
21251,NM_001128177.2,THRB,-0.135091917,0.944069125,1,-0.070156464,0.953250724
4988,NM_001128202.3,TEX36,0.757377128,0.730920708,1,0.343901043,0.456410866
29106,NM_001128204.2,SULF1,0.520722713,0.283526278,1,1.072431473,8.433257695
29108,NM_001128205.2,SULF1,-0.125565074,0.955806194,1,-0.055417074,0.548807571
29107,NM_001128206.2,SULF1,-0.135089075,0.984072211,1,-0.01996385,0.064252979
28842,NM_001128208.2,LEPROTL1,-0.2687435,0.452058003,1,-0.751988452,15.77320763
38307,NM_001128209.2,SGCD,NA,NA,NA,NA,0
17548,NM_001128210.2,SPRED2,0.042350868,0.922310328,1,0.097523935,10.21769209
18310,NM_001128212.3,WDSUB1,0.190996036,0.779595781,1,0.27984584,14.75186126
18308,NM_001128213.2,WDSUB1,0,1,1,0,0.062268943
21850,NM_001128214.2,KCTD6,-0.19795734,0.571284172,1,-0.566161246,16.01023793
33022,NM_001128215.1,LIPM,NA,NA,NA,NA,0
21137,NM_001128219.3,VGLL4,0.634304077,0.187176916,1,1.318976657,10.97429404
21136,NM_001128220.3,VGLL4,-0.797666343,0.207672854,1,-1.259990321,14.04969017
21135,NM_001128221.3,VGLL4,2.21920538,0.741226015,1,0.330230219,0.294188587
21937,NM_001128223.3,ZNF717,-0.471872076,0.674084674,1,-0.420548682,2.21025608
5627,NM_001128225.3,SLC39A13,1.1368702,0.282485328,1,1.074752999,4.204115402
8770,NM_001128226.3,DIS3,-0.778121361,0.368653622,1,-0.898998195,3.218368829
29993,NM_001128227.3,GNE,-0.243118002,0.628848279,1,-0.483348542,18.33587481
30870,NM_001128228.3,TPRN,0.886581144,0.370670153,1,0.895218769,2.759727447
11565,NM_001128301.3,LYRM1,-1.624961737,0.111987311,1,-1.589323786,4.291805593
11563,NM_001128302.3,LYRM1,2.221935563,0.123089333,1,1.541935232,2.529337118
34298,NM_001128303.2,LACC1,NA,NA,NA,NA,0
22466,NM_001128304.2,PLSCR4,-0.135089075,0.984072211,1,-0.01996385,0.064229069
22465,NM_001128305.2,PLSCR4,-0.134853514,0.921646986,1,-0.098359307,1.311838625
4074,NM_001128324.2,ZFAND4,-0.402425814,0.310029652,1,-1.015159817,13.5013011
16462,NM_001128326.2,BSPH1,0,1,1,0,0.029862828
11476,NM_001128423.2,MPV17L,0,1,1,0,0.342720621
37971,NM_001128424.2,GASK1B,NA,NA,NA,NA,0
23584,NM_001128426.3,AP1AR,-0.135089075,0.984072211,1,-0.01996385,0.183013235
37879,NM_001128429.3,SMARCAD1,NA,NA,NA,NA,0
23471,NM_001128430.2,SMARCAD1,-0.155999985,0.599818898,1,-0.524660964,25.60746667
28731,NM_001128431.4,SLC39A14,0.101834125,0.664491467,1,0.433720432,34.80449818
35662,NM_001128588.4,SLC14A1,NA,NA,NA,NA,0
25442,NM_001128591.2,PSMG4,-0.136231156,0.691728242,1,-0.3965108,15.68091427
38404,NM_001128592.2,PSMG4,NA,NA,NA,NA,0
9799,NM_001128595.3,TC2N,-0.327426271,0.080165226,1,-1.749728193,73.31223474
9801,NM_001128596.3,TC2N,1.718370056,0.798866278,1,0.254814627,0.178844432
37009,NM_001128598.1,KRTAP25-1,NA,NA,NA,NA,0
32383,NM_001128600.2,LCE6A,NA,NA,NA,NA,0
10160,NM_001128602.2,RASGRP1,1.686406152,0.802580761,1,0.250008519,0.156211101
10239,NM_001128608.2,MAPKBP1,-1.996401225,0.767194029,1,-0.296047209,0.06558834
10386,NM_001128610.3,USP8,0.126173447,0.783093968,1,0.275289322,9.098297024
5846,NM_001128612.2,NUDT22,0.575445414,0.577555328,1,0.556959167,2.635272646
21825,NM_001128615.2,ARHGEF3,-0.055852412,0.898571318,1,-0.127466333,13.81614738
21822,NM_001128616.2,ARHGEF3,0,1,1,0,0.028150232
39803,NM_001128618.2,C9orf57,NA,NA,NA,NA,0
676,NM_001128619.3,LUZP6,-0.414994535,0.02065342,0.975951725,-2.314260806,90.51819431
14423,NM_001128626.2,SPIRE1,0.28034778,0.829811418,1,0.214943438,0.983232929
14422,NM_001128627.1,SPIRE1,-0.2036118,0.330651801,1,-0.972801834,44.67290167
10175,NM_001128629.3,BUB1B-PAK6,-0.059634816,0.911970869,1,-0.110552938,7.132305782
13577,NM_001128631.3,DCAKD,0.826685599,0.902764416,1,0.122169961,0.225736938
20388,NM_001128635.1,RIMBP3B,0,1,1,0,0.131143012
38827,NM_001128636.3,ELFN1,NA,NA,NA,NA,0
30709,NM_001128826.2,NCS1,-0.712416465,0.741705229,1,-0.329596022,3.104218009
39484,NM_001128829.4,CA1,NA,NA,NA,NA,0
39485,NM_001128830.4,CA1,NA,NA,NA,NA,0
39486,NM_001128831.4,CA1,NA,NA,NA,NA,0
12755,NM_001128833.2,ZBTB4,2.553308352,0.311451754,1,1.012180508,0.968776836
30987,NM_001128835.3,TRAPPC2,-2.578098501,0.566882745,1,-0.572648454,0.559298659
21793,NM_001128839.3,CACNA1D,-0.137598002,0.965917124,1,-0.042729549,0.341062114
21794,NM_001128840.3,CACNA1D,0,1,1,0,0.031656061
23639,NM_001128843.2,TNIP3,-0.13509173,0.957684572,1,-0.05305941,0.633932445
27911,NM_001128852.2,SRRT,0.762585613,0.23808671,1,1.179782555,20.55902474
27912,NM_001128853.2,SRRT,0.156256371,0.75755828,1,0.30868878,15.39574777
27910,NM_001128854.2,SRRT,0.205385279,0.738871737,1,0.333347832,8.280325143
631,NM_001128855.3,GTPBP3,-2.394522136,0.017811871,0.904566746,-2.369505894,8.193631163
7474,NM_001128911.2,PCBP2,-0.557565774,0.069919563,1,-1.812431409,63.29125365
7472,NM_001128912.2,PCBP2,0.094541907,0.908103803,1,0.115430629,21.98830507
19812,NM_001128915.2,CYP24A1,0,1,1,0,0.093890803
16312,NM_001128917.2,TOMM40,1.717546482,0.796553233,1,0.257810406,0.4087704
9974,NM_001128918.3,MARK3,-0.116805594,0.358022067,1,-0.91914054,117.0969002
33590,NM_001128922.2,LRRC32,NA,NA,NA,NA,0
23788,NM_001128923.2,SH3D19,0.25015345,0.863813617,1,0.17152164,0.88738514
4563,NM_001128925.2,CYP2C18,0,1,1,0,0.033751398
18589,NM_001128928.2,INPP1,0.16248112,0.799957083,1,0.253402646,6.050350824
