,target_id,symbol,log2FC,pvalue,padj,statistic,baseMean
28690,NM_000015.3,NAT2,-0.73148349,0.649422577,1,-0.454564503,0.671415823
8238,NM_000017.4,ACADS,0.845547637,0.381293363,1,0.875515715,4.804755247
12722,NM_000018.4,ACADVL,0.065107427,0.852446424,1,0.185997879,175.7715163
279,NM_000019.4,ACAT1,-0.533014577,0.001192359,0.137006948,-3.240701668,197.0531803
33970,NM_000020.3,ACVRL1,NA,NA,NA,NA,0
9585,NM_000021.4,PSEN1,-0.051458002,0.861415637,1,-0.1745724,22.05610569
19667,NM_000022.4,ADA,-0.270983768,0.42939483,1,-0.790227652,33.77782524
35416,NM_000023.4,SGCA,NA,NA,NA,NA,0
28879,NM_000025.3,ADRB3,0.449587308,0.769970965,1,0.292412876,0.771813403
20816,NM_000026.4,ADSL,-0.231071879,0.167741545,1,-1.379497083,67.07751706
23892,NM_000027.4,AGA,0.195078597,0.486387576,1,0.696065875,23.71072574
2117,NM_000028.2,AGL,-0.134621673,0.923937584,1,-0.095474953,1.170614853
19134,NM_000030.3,AGXT,0.450262129,0.784046396,1,0.274049742,0.60833064
30400,NM_000031.6,ALAD,0.321211946,0.341891526,1,0.95043449,16.20859687
31307,NM_000032.5,ALAS2,0.826685599,0.902764416,1,0.122169961,0.123657348
31906,NM_000033.4,ABCD1,0.882944038,0.593096657,1,0.534353972,0.958797086
30292,NM_000035.4,ALDOB,0.826685599,0.902764416,1,0.122169961,0.148682035
28942,NM_000037.4,ANK1,0.804795167,0.904967716,1,0.119388319,0.22631614
24582,NM_000038.6,APC,0.500762742,0.354071661,1,0.926720519,11.71778711
33684,NM_000040.3,APOC3,NA,NA,NA,NA,0
16313,NM_000041.4,APOE,0.645727039,0.545216427,1,0.604943668,9.170336318
13939,NM_000042.3,APOH,-1.096863749,0.871228948,1,-0.162097661,0.032818079
4505,NM_000043.6,FAS,-0.072143682,0.841748079,1,-0.19965798,13.08799
40197,NM_000044.6,AR,NA,NA,NA,NA,0
26536,NM_000045.4,ARG1,0,1,1,0,0.032953778
24379,NM_000046.5,ARSB,-0.303292211,0.443030607,1,-0.767085627,12.28272192
40026,NM_000047.3,ARSL,NA,NA,NA,NA,0
27443,NM_000048.4,ASL,0.756550827,0.308583036,1,1.018199754,7.436520452
12565,NM_000049.4,ASPA,-0.281353372,0.596329808,1,-0.529685781,6.010205897
30710,NM_000050.4,ASS1,-0.343741206,0.786529175,1,-0.270820392,1.237520781
31454,NM_000052.7,ATP7A,0.167401086,0.664249473,1,0.434053663,13.93046985
8733,NM_000053.4,ATP7B,0.147584202,0.66986089,1,0.426338936,15.18972026
40415,NM_000054.6,AVPR2,NA,NA,NA,NA,0
37587,NM_000055.4,BCHE,NA,NA,NA,NA,0
10992,NM_000057.4,BLM,0.355888435,0.181084121,1,1.33742447,40.47314661
5651,NM_000062.3,SERPING1,0.81987197,0.148510346,1,1.444813259,4.405993315
38462,NM_000063.6,C2,NA,NA,NA,NA,0
15145,NM_000064.4,C3,0.600425175,0.64205615,1,0.464825884,0.841261951
32222,NM_000066.4,C8B,NA,NA,NA,NA,0
29202,NM_000067.3,CA2,0.044479217,0.824460347,1,0.22181186,50.41355196
35841,NM_000068.4,CACNA1A,NA,NA,NA,NA,0
32650,NM_000069.3,CACNA1S,NA,NA,NA,NA,0
10249,NM_000070.3,CAPN3,0.86414861,0.454378075,1,0.748136091,1.512127908
39031,NM_000072.3,CD36,NA,NA,NA,NA,0
40341,NM_000074.3,CD40LG,NA,NA,NA,NA,0
7689,NM_000075.4,CDK4,-0.019049202,0.919408226,1,-0.101179177,166.8424571
33162,NM_000076.2,CDKN1C,NA,NA,NA,NA,0
35053,NM_000078.3,CETP,NA,NA,NA,NA,0
36602,NM_000079.4,CHRNA1,NA,NA,NA,NA,0
12631,NM_000080.4,CHRNE,0.802465228,0.862763841,1,0.172856989,0.281983354
3571,NM_000081.4,LYST,0.031392423,0.925520597,1,0.093482065,17.13392588
28337,NM_000083.3,CLCN1,0.826685599,0.902764416,1,0.122169961,0.031434899
31236,NM_000084.5,CLCN5,0.067523041,0.917663928,1,0.103376796,5.168601416
951,NM_000085.5,CLCNKB,-1.035127412,0.878003892,1,-0.153500125,0.259858031
11642,NM_000086.2,CLN3,1.215505829,0.395978027,1,0.848826168,5.627671998
39056,NM_000089.4,COL1A2,NA,NA,NA,NA,0
18973,NM_000091.5,COL4A3,0.136844455,0.765886859,1,0.297759328,8.893894571
18972,NM_000092.5,COL4A4,0.135965627,0.74540285,1,0.324706982,11.51336052
30798,NM_000093.5,COL5A1,0.328004856,0.682365978,1,0.409236681,3.020303876
15655,NM_000095.3,COMP,0.804793344,0.904967931,1,0.119388046,0.12727148
37558,NM_000096.4,CP,NA,NA,NA,NA,0
21976,NM_000097.7,CPOX,-0.136272154,0.479606288,1,-0.70693594,60.03079252
1777,NM_000098.3,CPT2,0.438366295,0.470536266,1,0.721606786,23.67550544
19435,NM_000099.4,CST3,0.334018273,0.662008006,1,0.437142502,113.9533265
12422,NM_000101.4,CYBA,0.875706008,0.405624399,1,0.831618353,24.99788437
4765,NM_000102.4,CYP17A1,-0.135992857,0.92031265,1,-0.100039899,1.025962065
34721,NM_000103.4,CYP19A1,NA,NA,NA,NA,0
20871,NM_000106.6,CYP2D6,0.83519912,0.901372113,1,0.123928215,0.161828905
28014,NM_000108.5,DLD,-0.266172682,0.111139201,1,-1.593093573,107.8366597
40105,NM_000109.4,DMD,NA,NA,NA,NA,0
32269,NM_000110.4,DPYD,NA,NA,NA,NA,0
39096,NM_000111.3,SLC26A3,NA,NA,NA,NA,0
25023,NM_000112.4,SLC26A2,0.01915401,0.948683942,1,0.064359544,23.54995198
30701,NM_000113.3,TOR1A,-0.124726151,0.574229437,1,-0.561833541,37.46141007
8796,NM_000115.5,EDNRB,1.718370056,0.798866278,1,0.254814627,0.059392043
31946,NM_000116.5,TAFAZZIN,0.245151644,0.693779376,1,0.393731374,9.444864608
31934,NM_000117.3,EMD,0.022040503,0.963586333,1,0.045653617,109.1126964
30606,NM_000118.3,ENG,1.778317222,0.512705835,1,0.654630263,0.415560576
34696,NM_000119.3,EPB42,NA,NA,NA,NA,0
3462,NM_000120.4,EPHX1,0.230270556,0.411385793,1,0.821457377,50.97630299
15364,NM_000121.4,EPOR,0.481474376,0.400367176,1,0.840965654,6.305090268
18142,NM_000122.2,ERCC3,-0.023874036,0.87750532,1,-0.154132428,97.70016112
4141,NM_000124.4,ERCC6,0.06070627,0.877131895,1,0.154606057,11.65914204
10793,NM_000126.4,ETFA,-0.110683697,0.443699068,1,-0.76596174,254.764176
38007,NM_000128.4,F11,NA,NA,NA,NA,0
38406,NM_000129.4,F13A1,NA,NA,NA,NA,0
3000,NM_000130.5,F5,0.376568468,0.643913931,1,0.462233431,2.823319829
34391,NM_000131.4,F7,NA,NA,NA,NA,0
40344,NM_000133.4,F9,NA,NA,NA,NA,0
23633,NM_000134.4,FABP2,-0.136041545,0.919559947,1,-0.10098805,0.927664072
12476,NM_000135.4,FANCA,0.083589125,0.810035767,1,0.24037989,25.24229354
30225,NM_000136.3,FANCC,0.388559208,0.256975011,1,1.133569884,15.21884671
5695,NM_000139.5,MS4A2,0,1,1,0,0.032768641
30033,NM_000144.5,FXN,0.015877813,0.976552412,1,0.029391425,6.329173144
36327,NM_000145.4,FSHR,NA,NA,NA,NA,0
16530,NM_000146.4,FTL,-0.169364434,0.772870057,1,-0.288622786,917.4650733
13466,NM_000151.4,G6PC1,0,1,1,0,0.031491156
14207,NM_000152.5,GAA,1.392336238,0.628445239,1,0.483916346,0.477461882
9744,NM_000153.4,GALC,-0.341956055,0.247681885,1,-1.15599822,24.72580419
14099,NM_000154.2,GALK1,1.31343227,0.304026178,1,1.027837702,8.854303014
29922,NM_000155.4,GALT,0.405902684,0.404060681,1,0.83439101,24.88946326
14927,NM_000156.6,GAMT,0.426345999,0.694962485,1,0.392129563,16.23763242
2700,NM_000157.4,GBA,0.403436939,0.395593771,1,0.849516828,16.52309932
21942,NM_000158.4,GBE1,0.387227088,0.224337639,1,1.215074603,29.72387157
15448,NM_000159.4,GCDH,0.387588941,0.503139573,1,0.669558035,16.78062486
35539,NM_000160.5,GCGR,NA,NA,NA,NA,0
9355,NM_000161.3,GCH1,-0.311755687,0.146789352,1,-1.450965913,48.241004
38941,NM_000162.5,GCK,NA,NA,NA,NA,0
38073,NM_000163.5,GHR,NA,NA,NA,NA,0
16376,NM_000164.4,GIPR,1.505811232,0.54401569,1,0.606751724,0.86338273
26486,NM_000165.5,GJA1,-0.102079727,0.573243971,1,-0.563280388,70.20537955
40205,NM_000166.6,GJB1,NA,NA,NA,NA,0
27262,NM_000168.6,GLI3,0.008344461,0.982044525,1,0.02250575,13.5039004
38299,NM_000171.4,GLRA1,NA,NA,NA,NA,0
21656,NM_000172.4,GNAT1,0.44927445,0.762043346,1,0.302798606,0.985349021
12633,NM_000173.7,GP1BA,-0.185000986,0.700838223,1,-0.384189199,9.092439546
15834,NM_000175.5,GPI,0.278483452,0.526427041,1,0.633469577,341.6004448
24965,NM_000176.3,NR3C1,0.826685599,0.902764416,1,0.122169961,0.064203541
30489,NM_000177.5,GSN,0,1,1,0,0.061857421
19531,NM_000178.4,GSS,-0.24243029,0.36150957,1,-0.912492398,97.4853067
12817,NM_000180.4,GUCY2D,-0.101619718,0.974847848,1,-0.03152877,0.357471547
27439,NM_000181.4,GUSB,0.256149725,0.560199366,1,0.582545407,39.99878535
558,NM_000182.5,HADHA,-0.243891868,0.013057377,0.750825037,-2.48220052,219.1467311
17206,NM_000183.3,HADHB,-0.304601737,0.023234312,1,-2.269559688,110.1874499
5226,NM_000184.3,HBG2,0.826685599,0.902764416,1,0.122169961,0.027957144
20375,NM_000185.4,SERPIND1,0,1,1,0,0.029986897
32635,NM_000186.4,CFH,NA,NA,NA,NA,0
22139,NM_000187.4,HGD,-0.135091908,0.945115264,1,-0.068842154,0.578661166
17730,NM_000189.5,HK2,1.120823135,0.152072313,1,1.432249908,10.84397664
6616,NM_000190.4,HMBS,0.411386757,0.625754556,1,0.487711005,10.20087643
1083,NM_000191.3,HMGCL,0.094768967,0.680976221,1,0.411131352,63.74372194
34214,NM_000192.3,TBX5,NA,NA,NA,NA,0
28497,NM_000193.4,SHH,0.826685599,0.902764416,1,0.122169961,0.030064724
31743,NM_000194.3,HPRT1,-0.191289094,0.247607725,1,-1.156179544,365.1192177
4647,NM_000195.5,HPS1,0.174632847,0.754698231,1,0.312450428,9.559646118
12085,NM_000196.4,HSD11B2,0.163868764,0.829785527,1,0.214976646,3.37108622
30229,NM_000197.2,HSD17B3,0.826685599,0.902764416,1,0.122169961,0.149833813
2311,NM_000198.4,HSD3B2,1.345119673,0.411817835,1,0.820698834,0.787287365
14213,NM_000199.5,SGSH,1.901276233,0.334811848,1,0.964466995,2.414011774
37830,NM_000200.3,HTN3,NA,NA,NA,NA,0
15300,NM_000201.3,ICAM1,1.345007075,0.403962301,1,0.834565664,0.806516267
31838,NM_000202.8,IDS,0.117760564,0.833863593,1,0.209748983,33.80706316
22919,NM_000203.5,IDUA,-0.126678897,0.928312238,1,-0.089968511,0.921651072
33154,NM_000207.3,INS,NA,NA,NA,NA,0
15158,NM_000208.4,INSR,-0.11405046,0.903098074,1,-0.121748661,6.27769515
8489,NM_000209.4,PDX1,0.540778185,0.425570327,1,0.796794608,3.676178914
18429,NM_000210.4,ITGA6,-0.518100789,0.120303005,1,-1.553503034,23.94288825
37091,NM_000211.5,ITGB2,NA,NA,NA,NA,0
14097,NM_000213.5,ITGB4,0.826685599,0.902764416,1,0.122169961,0.059613205
19326,NM_000214.3,JAG1,0.041868769,0.903497921,1,0.121243815,16.24123045
30956,NM_000216.4,ANOS1,-0.373207058,0.156192095,1,-1.417995442,30.47010526
6862,NM_000217.3,KCNA1,1.718399262,0.7670517,1,0.296233588,0.243928712
5155,NM_000218.3,KCNQ1,1.346827166,0.629852878,1,0.481933936,0.373025278
20102,NM_000219.6,KCNE1,0.826685599,0.902764416,1,0.122169961,0.063502483
17226,NM_000221.3,KHK,0.644805837,0.326853294,1,0.980471778,18.1329595
35337,NM_000223.4,KRT12,NA,NA,NA,NA,0
7443,NM_000224.3,KRT18,0.083450944,0.810550107,1,0.239716417,174.2757136
35379,NM_000226.4,KRT9,NA,NA,NA,NA,0
3343,NM_000228.3,LAMB3,0.885749716,0.392832532,1,0.854491835,1.877333552
12128,NM_000229.2,LCAT,0.317890428,0.659195361,1,0.441024361,6.055152061
28150,NM_000230.3,LEP,0,1,1,0,0.126319616
36326,NM_000233.4,LHCGR,NA,NA,NA,NA,0
16464,NM_000234.3,LIG1,0.540436851,0.344150259,1,0.945996721,32.57200016
4508,NM_000235.4,LIPA,-0.316257499,0.087010835,1,-1.711380825,75.89493064
34732,NM_000236.3,LIPC,NA,NA,NA,NA,0
28695,NM_000237.3,LPL,-0.137872971,0.640552995,1,-0.466925759,22.96693623
28424,NM_000238.4,KCNH2,2.367992837,0.233159214,1,1.192260254,0.827251327
7782,NM_000239.3,LYZ,-0.13596048,0.9208172,1,-0.099404387,0.902215974
33498,NM_000244.3,MEN1,NA,NA,NA,NA,0
28099,NM_000245.4,MET,-0.231448294,0.37499952,1,-0.887147451,33.44474868
38786,NM_000247.3,MICA,NA,NA,NA,NA,0
35450,NM_000250.2,MPO,NA,NA,NA,NA,0
17425,NM_000251.3,MSH2,2.816222196,0.108518271,1,1.604888834,14.51066469
26125,NM_000255.4,MMUT,-0.063710621,0.745354201,1,-0.324771256,54.3160176
33339,NM_000256.3,MYBPC3,NA,NA,NA,NA,0
34450,NM_000257.4,MYH7,NA,NA,NA,NA,0
21503,NM_000258.3,MYL3,-1.096863749,0.871228948,1,-0.162097661,0.062781067
10406,NM_000259.3,MYO5A,-0.297485085,0.450350902,1,-0.754830148,12.71799884
6248,NM_000260.4,MYO7A,-0.832900008,0.678791115,1,-0.414113325,0.735844847
32573,NM_000261.2,MYOC,NA,NA,NA,NA,0
20865,NM_000262.3,NAGA,0.241022062,0.752660802,1,0.315132831,6.626594615
13431,NM_000263.4,NAGLU,0.749078943,0.261770268,1,1.122216807,15.00256207
30227,NM_000264.5,PTCH1,0.826685599,0.902764416,1,0.122169961,0.061528196
27526,NM_000265.6,NCF1,0,1,1,0,0.033751398
40125,NM_000266.4,NDP,NA,NA,NA,NA,0
13182,NM_000267.3,NF1,-0.297649043,0.482793726,1,-0.701816309,13.66985454
14457,NM_000271.5,NPC1,-0.211074524,0.383076288,1,-0.872242153,32.32476244
40039,NM_000273.3,GPR143,NA,NA,NA,NA,0
4964,NM_000274.4,OAT,-0.306806617,0.037652552,1,-2.078617168,268.6596098
10071,NM_000275.3,OCA2,-0.135091816,0.952760378,1,-0.059240718,0.477089261
31709,NM_000276.4,OCRL,-0.611381982,0.408786565,1,-0.826030898,19.07760851
34177,NM_000277.3,PAH,NA,NA,NA,NA,0
33044,NM_000278.5,PAX2,NA,NA,NA,NA,0
4307,NM_000281.4,PCBD1,1.692595316,0.557228098,1,0.586963682,47.40596461
8849,NM_000282.4,PCCA,-0.328790084,0.19837958,1,-1.286181918,32.81598936
31040,NM_000284.4,PDHA1,-0.266187449,0.042886922,1,-2.024809569,123.3123561
15821,NM_000285.4,PEPD,0.360164191,0.497080034,1,0.679091269,39.12513574
13242,NM_000286.3,PEX12,-0.136054249,0.673525207,1,-0.421314824,18.12238342
26006,NM_000287.4,PEX6,0.753547326,0.303206524,1,1.029581455,16.08285505
26589,NM_000288.4,PEX7,0.056606098,0.812404655,1,0.237325018,34.36167801
7273,NM_000289.6,PFKM,-0.322060298,0.187472667,1,-1.318092554,85.0066188
27288,NM_000290.4,PGAM2,0.800430699,0.835786529,1,0.207285972,0.319759422
69,NM_000291.4,PGK1,0.932070514,3.04E-08,1.41E-05,5.539307752,639.5336823
31032,NM_000292.3,PHKA2,-0.114939278,0.581383082,1,-0.551365593,45.81256403
11834,NM_000293.3,PHKB,0.278861449,0.704622226,1,0.379088393,3.846876119
11772,NM_000294.3,PHKG2,0.619463501,0.127172799,1,1.525346083,15.35555436
34597,NM_000295.5,SERPINA1,NA,NA,NA,NA,0
11240,NM_000296.4,PKD1,0.623908258,0.765310773,1,0.298514157,2.819462652
23454,NM_000297.4,PKD2,-0.016441016,0.961392212,1,-0.048406585,16.97734647
32422,NM_000298.6,PKLR,NA,NA,NA,NA,0
32094,NM_000300.4,PLA2G2A,NA,NA,NA,NA,0
904,NM_000302.4,PLOD1,0.536310239,0.403896396,1,0.83468268,40.895828
11409,NM_000303.3,PMM2,-0.108760105,0.73844651,1,-0.333911277,16.04505074
12890,NM_000304.4,PMP22,0,1,1,0,0.030055809
27739,NM_000305.3,PON2,-0.190454584,0.378824248,1,-0.880064724,48.85712641
37429,NM_000306.4,POU1F1,NA,NA,NA,NA,0
40233,NM_000307.5,POU3F4,NA,NA,NA,NA,0
32522,NM_000309.5,PPOX,NA,NA,NA,NA,0
19296,NM_000311.5,PRNP,0.069537358,0.948949425,1,0.064026124,37.15205878
21959,NM_000313.4,PROS1,-0.324007492,0.205140014,1,-1.267042722,35.84693877
436,NM_000314.8,PTEN,-2.309665381,0.007422886,0.544781978,-2.677251629,10.6890689
5369,NM_000315.4,PTH,2.726818048,0.461121643,1,0.737001161,0.3347894
37361,NM_000316.3,PTH1R,NA,NA,NA,NA,0
6503,NM_000317.3,PTS,-0.110847441,0.520860054,1,-0.64202022,86.02699052
29163,NM_000318.3,PEX2,0.014981007,0.965263249,1,0.043549823,16.88845019
23069,NM_000320.3,QDPR,-0.073202164,0.770181277,1,-0.292137786,29.0589411
38520,NM_000322.5,PRPH2,NA,NA,NA,NA,0
38547,NM_000324.3,RHAG,NA,NA,NA,NA,0
23578,NM_000325.6,PITX2,0.793721356,0.377565957,1,0.882389972,2.396248112
34803,NM_000326.5,RLBP1,NA,NA,NA,NA,0
31096,NM_000328.3,RPGR,0.184844787,0.580261977,1,0.553002093,17.69492287
32236,NM_000329.3,RPE65,NA,NA,NA,NA,0
40065,NM_000330.4,RS1,NA,NA,NA,NA,0
25511,NM_000332.3,ATXN1,-0.641264,0.781550561,1,-0.277298956,2.416217136
35483,NM_000334.4,SCN4A,NA,NA,NA,NA,0
11596,NM_000336.3,SCNN1B,0.740491815,0.734670547,1,0.33891927,0.470619886
34712,NM_000338.3,SLC12A1,NA,NA,NA,NA,0
35052,NM_000339.3,SLC12A3,NA,NA,NA,NA,0
37595,NM_000340.2,SLC2A2,NA,NA,NA,NA,0
17391,NM_000341.4,SLC3A1,-0.135091946,0.940553546,1,-0.074574145,0.803114498
13546,NM_000342.4,SLC4A1,-0.136070789,0.91911102,1,-0.101553589,0.959731655
37180,NM_000343.4,SLC5A1,NA,NA,NA,NA,0
23467,NM_000345.4,SNCA,0.141290982,0.774557163,1,0.286419079,10.07688753
13988,NM_000346.4,SOX9,0.095292696,0.839839184,1,0.202099186,8.433441469
36287,NM_000348.4,SRD5A2,NA,NA,NA,NA,0
28884,NM_000349.3,STAR,0.448818734,0.672609566,1,0.422569249,1.816672968
32268,NM_000350.3,ABCA4,NA,NA,NA,NA,0
12229,NM_000353.3,TAT,-0.136090429,0.91881102,1,-0.101931533,1.050485453
40271,NM_000354.6,SERPINA7,NA,NA,NA,NA,0
20595,NM_000355.4,TCN2,1.771711114,0.082216358,1,1.737968537,1.717446996
25030,NM_000356.4,TCOF1,0.698372585,0.457858423,1,0.742377871,9.02655875
24790,NM_000358.3,TGFBI,0.826685599,0.902764416,1,0.122169961,0.095779803
9164,NM_000359.3,TGM1,-0.132198818,0.875344734,1,-0.15687326,2.547826107
33157,NM_000360.4,TH,NA,NA,NA,NA,0
19428,NM_000361.3,THBD,0.226786961,0.783325069,1,0.274988506,2.867905715
16855,NM_000363.5,TNNI3,0.970701669,0.172565138,1,1.364007712,6.67693605
32655,NM_000364.4,TNNT2,NA,NA,NA,NA,0
6928,NM_000365.6,TPI1,0.376282906,0.237193688,1,1.182030275,1195.334696
10494,NM_000366.6,TPM1,-1.096863749,0.871228948,1,-0.162097661,0.061099972
30760,NM_000368.5,TSC1,0.209592644,0.599486211,1,0.525139511,12.88650894
29069,NM_000370.3,TTPA,0.282010152,0.752746326,1,0.315020187,2.222034542
33600,NM_000372.5,TYR,NA,NA,NA,NA,0
22210,NM_000373.4,UMPS,0.035215994,0.892048959,1,0.135712002,26.350903
1650,NM_000374.5,UROD,0.12341488,0.823788323,1,0.222675177,105.7768339
4990,NM_000375.3,UROS,-0.440111015,0.121166732,1,-1.549894949,32.38782629
7261,NM_000376.3,VDR,0.365939608,0.42198837,1,0.802976409,8.099044154
31180,NM_000377.3,WAS,1.184496294,0.408644742,1,0.826280942,1.06938534
5475,NM_000378.6,WT1,0,1,1,0,0.067502796
17291,NM_000379.4,XDH,-0.136105635,0.918579519,1,-0.102223192,1.111653244
30966,NM_000381.4,MID1,-0.15162184,0.534816285,1,-0.620670741,31.4459228
13038,NM_000382.3,ALDH3A2,2.85032544,0.178446835,1,1.345552637,2.145619672
20229,NM_000383.4,AIRE,-0.136094275,0.918752399,1,-0.102005388,1.080098083
36262,NM_000384.3,APOB,NA,NA,NA,NA,0
364,NM_000386.4,BLMH,-0.37386535,0.003562868,0.313648214,-2.914475475,202.50617
21566,NM_000387.6,SLC25A20,-0.137568306,0.676252906,1,-0.4175818,16.30496195
22167,NM_000388.4,CASR,-0.061093263,0.910587905,1,-0.112297019,6.996626629
25925,NM_000389.5,CDKN1A,-0.156268877,0.68142459,1,-0.410519925,64.46295756
31472,NM_000390.4,CHM,-0.056910017,0.86205892,1,-0.173753844,21.52007066
5264,NM_000391.4,TPP1,-0.136980523,0.571873516,1,-0.565294432,33.5786519
4663,NM_000392.5,ABCC2,0.346362712,0.721091027,1,0.35700104,1.968773237
18563,NM_000393.5,COL5A2,0.279043963,0.59563607,1,0.530686461,6.511035797
37067,NM_000394.4,CRYAA,NA,NA,NA,NA,0
37195,NM_000395.3,CSF2RB,NA,NA,NA,NA,0
2444,NM_000396.4,CTSK,-0.584926892,0.370841359,1,-0.894898481,4.794899112
31088,NM_000397.4,CYBB,0.449176468,0.612712358,1,0.506205552,1.998722303
20884,NM_000398.7,CYB5R3,0.154348622,0.783125612,1,0.27524813,48.38811279
4213,NM_000399.5,EGR2,-0.148567601,0.934714878,1,-0.081914281,0.707990952
634,NM_000401.3,EXT2,-0.432656931,0.017939402,0.905430489,-2.366866506,58.88050984
31963,NM_000402.4,G6PD,0.865536595,0.688632598,1,0.400711425,0.670320336
1081,NM_000403.4,GALE,0.44752462,0.818881256,1,0.228984124,0.752818673
21304,NM_000404.4,GLB1,-0.206918837,0.340695528,1,-0.952791882,40.75016472
25066,NM_000405.5,GM2A,-0.103043831,0.685351299,1,-0.405171709,30.28579006
37801,NM_000406.3,GNRHR,NA,NA,NA,NA,0
20334,NM_000407.5,GP1BB,1.766568018,0.793272348,1,0.262063679,0.195116984
18292,NM_000408.5,GPD2,0.027716014,0.90489821,1,0.119476055,48.26645384
20125,NM_000411.8,HLCS,-0.424303849,0.311956932,1,-1.011124318,11.84946039
37659,NM_000412.5,HRG,NA,NA,NA,NA,0
13432,NM_000413.4,HSD17B1,0.001226211,0.999285333,1,0.000895702,2.278266073
24639,NM_000414.4,HSD17B4,0.056365489,0.718179645,1,0.360892722,152.4367637
7071,NM_000415.3,IAPP,0.448157684,0.799171861,1,0.254419016,0.592324804
3687,NM_000417.3,IL2RA,0,1,1,0,0.030093297
11628,NM_000418.4,IL4R,-0.315621223,0.746279923,1,-0.323548447,2.063684008
13551,NM_000419.5,ITGA2B,0.710403743,0.367733259,1,0.900727433,5.27069978
28327,NM_000420.3,KEL,-0.128958096,0.92030387,1,-0.100050957,0.814060546
13383,NM_000422.3,KRT17,1.645362022,0.077339277,1,1.766337304,33.93674781
33988,NM_000423.3,KRT2,NA,NA,NA,NA,0
33981,NM_000424.4,KRT5,NA,NA,NA,NA,0
40413,NM_000425.5,L1CAM,NA,NA,NA,NA,0
32395,NM_000427.3,LORICRIN,NA,NA,NA,NA,0
9651,NM_000428.3,LTBP2,0.261793108,0.65189522,1,0.451130884,6.231619799
4457,NM_000429.3,MAT1A,0.090580265,0.926879474,1,0.091771644,1.372978452
12558,NM_000430.4,PAFAH1B1,-0.113627319,0.458468941,1,-0.74137031,117.4824869
8075,NM_000431.4,MVK,0.56590319,0.516887522,1,0.648150642,3.242330518
25763,NM_000434.4,NEU1,0.288748971,0.314687626,1,1.005434601,27.36744578
15528,NM_000435.3,NOTCH3,0.835735514,0.246715368,1,1.158364383,6.263950937
613,NM_000436.4,OXCT1,-0.417617691,0.016706831,0.872107483,-2.393096836,83.59736896
1170,NM_000437.4,PAFAH2,0.006810242,0.985512469,1,0.018158425,13.11005883
18953,NM_000438.6,PAX3,-1.09687045,0.849847935,1,-0.189312454,0.253304899
24484,NM_000439.5,PCSK1,0.864284759,0.463547599,1,0.733017757,1.195314746
25022,NM_000440.3,PDE6A,0.088864681,0.922600551,1,0.097158467,2.248406051
28009,NM_000441.2,SLC26A4,-0.13607914,0.918983331,1,-0.101714452,1.022108182
13918,NM_000442.5,PECAM1,0.448250617,0.765415895,1,0.298376406,0.837322572
27614,NM_000443.4,ABCB4,-0.023738634,0.960564512,1,-0.049445194,8.654137771
40080,NM_000444.6,PHEX,NA,NA,NA,NA,0
29610,NM_000445.5,PLEC,1.493968847,0.492177651,1,0.686849376,0.899996824
27738,NM_000446.7,PON1,0,1,1,0,0.034143543
3478,NM_000447.3,PSEN2,-0.063293274,0.869436078,1,-0.164374828,19.35587776
32560,NM_000450.2,SELE,NA,NA,NA,NA,0
40019,NM_000451.3,SHOX,NA,NA,NA,NA,0
34370,NM_000452.3,SLC10A2,NA,NA,NA,NA,0
15602,NM_000453.3,SLC5A5,0.448250332,0.765930962,1,0.297701548,0.835741637
14909,NM_000455.5,STK11,0.504104759,0.305473243,1,1.024766784,20.88221118
340,NM_000456.3,SUOX,0.810098105,0.00272408,0.256375964,2.997271515,23.84833485
35316,NM_000458.4,HNF1B,NA,NA,NA,NA,0
37652,NM_000460.4,THPO,NA,NA,NA,NA,0
21253,NM_000461.5,THRB,0.826685599,0.902764416,1,0.122169961,0.097959665
10065,NM_000462.5,UBE3A,0.47384181,0.848394201,1,0.19116771,0.470413035
36736,NM_000463.3,UGT1A1,NA,NA,NA,NA,0
18820,NM_000465.4,BARD1,-0.121707606,0.793652735,1,-0.261570311,17.10118045
27689,NM_000466.3,PEX1,0.011957753,0.957428022,1,0.053381403,37.98687625
27083,NM_000474.4,TWIST1,-0.135586344,0.692730557,1,-0.395152213,16.35782814
40099,NM_000475.5,NR0B1,NA,NA,NA,NA,0
23322,NM_000477.7,ALB,0.826702871,0.679528905,1,0.413106066,0.549661067
1032,NM_000478.6,ALPL,0.672321196,0.56815198,1,0.570775283,2.584251169
14971,NM_000479.5,AMH,1.710801447,0.568236385,1,0.570650786,0.874601679
5336,NM_000480.3,AMPD3,-1.096863749,0.871228948,1,-0.162097661,0.060968311
21617,NM_000481.4,AMT,0.976824064,0.452124328,1,0.751878169,3.72783827
33683,NM_000482.4,APOA4,NA,NA,NA,NA,0
16321,NM_000483.5,APOC2,0,1,1,0,0.062016265
20021,NM_000484.4,APP,-1.166179236,0.051245006,1,-1.949422364,92.40715336
12434,NM_000485.3,APRT,0.789423103,0.354196376,1,0.926480405,68.61873938
21003,NM_000487.6,ARSA,2.098491164,0.492231325,1,0.686764213,0.840016098
36804,NM_000490.5,AVP,NA,NA,NA,NA,0
32115,NM_000491.5,C1QB,NA,NA,NA,NA,0
39136,NM_000492.4,CFTR,NA,NA,NA,NA,0
38684,NM_000493.4,COL10A1,NA,NA,NA,NA,0
