,target_id,symbol,log2FC,pvalue,padj,statistic,baseMean
7696,NM_022838.4,ARMCX5,0.555319929,0.231933008,0.429867008,1.195394309,10.65380593
7697,NM_213618.2,DENND2B,-0.788429152,0.232077257,0.429877126,-1.195025015,5.870097433
7698,NM_020640.4,DCUN1D1,0.354054338,0.232077573,0.429877126,1.195024205,20.18379002
7699,NM_001301829.2,ABCC4,0.354340989,0.232177089,0.429977598,1.194769528,20.33008027
7700,NM_181640.2,CKLF,-0.248006909,0.232192124,0.429977598,-1.194731056,45.36980851
7701,NM_022157.4,RRAGC,0.26756243,0.232258199,0.430044105,1.194562013,37.90293766
7702,NM_001372078.1,REV3L,0.393309618,0.23231457,0.430092631,1.19441782,22.17439715
7703,NM_001330344.2,TPM1,2.090008579,0.232526979,0.430419703,1.193874715,14.80242241
7704,NM_001127366.3,PAX3,-0.921283525,0.232581795,0.430419703,-1.193734616,7.855445538
7705,NM_001278732.2,HARS2,-0.785376481,0.232569901,0.430419703,-1.193765014,5.320096112
7706,NM_001271629.2,MEF2D,-0.835318168,0.232908418,0.430688774,-1.192900309,5.530196342
7707,NM_006741.4,PPP1R1A,-0.463895639,0.232862242,0.430688774,-1.193018209,13.20786242
7708,NM_194318.4,B3GLCT,0.438534077,0.232824242,0.430688774,1.193115245,13.2541952
7709,NM_018418.5,SPATA7,0.299645932,0.232809239,0.430688774,1.193153558,27.4221948
7710,NM_003345.5,UBE2I,-1.639435981,0.232833845,0.430688774,-1.193090721,23.36930062
7711,NM_001371197.1,SEMA4D,-0.817363171,0.232885868,0.430688774,-1.192957883,6.111675181
7712,NM_031203.4,HNRNPM,0.167176469,0.23306797,0.430927929,1.19249306,131.0463033
7713,NM_032444.4,SLX4,-0.65641648,0.233120704,0.430969548,-1.192358503,7.830724517
7714,NM_001370305.1,RNF167,-0.70802421,0.233229296,0.431114406,-1.192081486,7.402695551
7715,NM_181581.3,DUS4L,0.403885275,0.233305918,0.431200141,1.191886076,15.19968393
7716,NM_172177.5,MRPL42,0.500974801,0.233474314,0.431282331,1.191456781,10.49552971
7717,NM_001142579.2,ZNF780A,0.287398739,0.23347382,0.431282331,1.191458039,31.0020369
7718,NM_080627.4,SOGA1,-0.592134863,0.233453289,0.431282331,-1.191510367,8.843028395
7719,NM_014160.5,MKRN2,-0.202798959,0.233505284,0.431282331,-1.191377851,64.92436351
7720,NM_001992.5,F2R,0.302278474,0.233396136,0.431282331,1.191656055,31.46023704
7721,NM_006620.4,HBS1L,0.249465618,0.233531866,0.431282331,1.191310111,43.31714207
7722,NM_001025356.3,ANO6,0.313476369,0.233802088,0.43167784,1.190621805,35.17462791
7723,NM_152558.5,IQCE,-0.83721299,0.233836849,0.43167784,-1.190533301,5.261817214
7724,NM_001259.8,CDK6,0.305416919,0.233815568,0.43167784,1.190587482,28.52310466
7725,NM_015497.5,TMEM87A,0.297749887,0.233871843,0.431686551,1.190444216,29.16385513
7726,NM_174976.2,ZDHHC22,-0.909844017,0.233957286,0.43178837,-1.19022674,12.03382306
7727,NM_176824.3,BBS7,0.254132583,0.234031669,0.431869752,1.190037459,42.18506781
7728,NM_006927.4,ST3GAL2,-0.74470063,0.234071584,0.431887515,-1.189935908,6.267146103
7729,NM_022735.4,ACBD3,0.171126193,0.234124012,0.43192836,1.189802537,116.5006318
7730,NM_001127460.3,PAN2,0.65845321,0.234485141,0.432447116,1.188884447,7.891317014
7731,NM_178523.5,ZNF616,0.367535998,0.234517837,0.432447116,1.188801374,19.26620639
7732,NM_024520.3,MAIP1,0.327229562,0.23450498,0.432447116,1.18883404,26.23491005
7733,NM_001039651.1,SAPCD1,-0.382602544,0.234526513,0.432447116,-1.188779332,37.78945053
7734,NM_001318154.2,JMJD1C,0.536908813,0.234740357,0.432449968,1.188236221,12.46458761
7735,NM_198896.2,RAB6A,0.233950091,0.234733361,0.432449968,1.188253983,47.85527855
7736,NM_001318374.2,PCDH9,0.609618035,0.234564408,0.432449968,1.188683063,7.061610063
7737,NM_000874.5,IFNAR2,0.568686036,0.234704042,0.432449968,1.188328427,14.86328594
7738,NM_001321127.2,PHF7,-0.74427309,0.234621509,0.432449968,-1.188538022,5.195574505
7739,NM_177924.5,ASAH1,-1.028332398,0.234661464,0.432449968,-1.188436551,11.03568875
7740,NM_001448.3,GPC4,0.212919066,0.234701075,0.432449968,1.188335961,56.07815669
7741,NM_014733.6,ZFYVE16,0.42185703,0.234893163,0.432675573,1.187848347,15.676626
7742,NM_021077.4,NMB,-0.641050121,0.234950784,0.432725811,-1.187702131,15.0337778
7743,NM_032918.3,RERG,0.362750241,0.235055306,0.432836835,1.187436966,20.62690827
7744,NM_018268.4,WDR41,0.197972179,0.235071776,0.432836835,1.187395192,75.05189815
7745,NM_004226.4,STK17B,0.34664555,0.235112453,0.432855839,1.187292024,21.41418486
7746,NM_177435.3,PPARD,-1.161165367,0.235209333,0.432978297,-1.187046363,4.351609698
7747,NM_018489.3,ASH1L,0.28922327,0.235393313,0.433261036,1.186580041,32.97727493
7748,NM_001042697.2,ZSWIM7,0.334408837,0.235446362,0.433302745,1.186445628,21.51483054
7749,NM_001001664.3,SPOPL,0.341781894,0.235690335,0.433695766,1.185827738,21.64573555
7750,NM_001193317.2,VIPAS39,-0.871129878,0.235813391,0.433810237,-1.185516255,14.52579484
7751,NM_004209.6,SYNGR3,-0.897356708,0.235803894,0.433810237,-1.185540291,4.757393666
7752,NM_024569.5,MPZL1,0.623139608,0.235862455,0.433844524,1.185392096,6.139650405
7753,NM_002738.7,PRKCB,0.346551004,0.236028669,0.434094259,1.184971618,21.79582251
7754,NM_007347.5,AP4E1,0.470835256,0.2361013,0.434157607,1.184787946,12.68171516
7755,NM_145055.5,C18orf25,0.254590119,0.236124009,0.434157607,1.184730526,42.64869764
7756,NM_033637.4,BTRC,-0.922077323,0.236163309,0.434173881,-1.184631167,8.015996729
7757,NM_005829.5,AP3S2,-0.243061962,0.236318843,0.434366087,-1.184238052,44.73591276
7758,NM_016356.5,DCDC2,0.335201068,0.236328782,0.434366087,1.184212937,22.96511803
7759,NM_001243143.2,NUSAP1,0.249463601,0.236412524,0.434464,1.184001361,63.11840294
7760,NM_001350168.2,USP48,0.434841349,0.23651952,0.434557418,1.183731111,20.62482729
7761,NM_001369553.1,KIAA1522,-1.740586235,0.236524309,0.434557418,-1.183719016,5.318036105
7762,NM_021931.4,DHX35,-0.456330353,0.23665094,0.434734057,-1.183399287,14.23112515
7763,NM_032924.5,ZNF3,-0.941462284,0.236724012,0.434812275,-1.183214842,5.964690819
7764,NM_024667.3,VPS37B,-0.500351868,0.236787925,0.434817647,-1.18305355,11.4219465
7765,NM_003137.5,SRPK1,0.14194211,0.236761022,0.434817647,1.183121439,172.3450054
7766,NM_181861.2,APAF1,0.346318501,0.236898152,0.434964042,1.182775451,21.78613093
7767,NM_001282587.2,H6PD,-0.508594195,0.237043588,0.435175039,-1.182408661,14.14790279
7768,NM_001331126.2,RASL11A,-0.743132142,0.237143964,0.435269454,-1.182155607,5.358334401
7769,NM_152335.3,TMEM266,-0.706743066,0.237156069,0.435269454,-1.182125093,6.437422966
7770,NM_001349921.2,RPL27,-0.924451065,0.237239847,0.435346312,-1.181913948,9.135019724
7771,NM_005347.5,HSPA5,0.158370526,0.237259008,0.435346312,1.181865664,196.7937243
7772,NM_015057.5,MYCBP2,0.290310534,0.237290399,0.43534789,1.181786567,34.21192544
7773,NM_001976.5,ENO3,-0.962986848,0.237421274,0.435531963,-1.181456878,9.004335287
7774,NM_001371332.1,PTGR2,-0.657456773,0.237511328,0.435550763,-1.181230097,8.272836847
7775,NM_004890.3,SPAG7,-0.422569393,0.237544301,0.435550763,-1.181147076,99.69692154
7776,NM_001350178.1,FAM149A,-0.786269295,0.237553705,0.435550763,-1.1811234,4.448024906
7777,NM_000636.4,SOD2,0.872754957,0.237517478,0.435550763,1.181214612,17.65049899
7778,NM_001099294.2,SHISAL1,-0.706737456,0.237681396,0.435616842,-1.180801982,5.402466893
7779,NM_001146179.3,IP6K2,0.517009206,0.23766048,0.435616842,1.180854625,10.51631766
7780,NM_005339.5,UBE2K,0.201328912,0.237650729,0.435616842,1.180879167,70.80768186
7781,NM_001193424.2,SUV39H2,0.215335472,0.237824782,0.435779669,1.180441204,61.43162745
7782,NM_203453.5,PLPP6,0.331790573,0.237831362,0.435779669,1.180424653,23.08937033
7783,NM_001324237.2,ITPA,-0.786595133,0.237894683,0.435839687,-1.18026538,6.190910596
7784,NM_001301019.2,NKAPD1,0.603379108,0.238145463,0.436075017,1.179634883,7.724897046
7785,NM_001320844.2,DMAC2,-0.574842216,0.238097458,0.436075017,-1.179755538,8.699919452
7786,NM_001371280.1,REEP1,0.994054583,0.238134874,0.436075017,1.179661496,8.6275541
7787,NM_033089.7,ZCCHC3,-0.222088087,0.238137607,0.436075017,-1.179654626,53.74756683
7788,NM_001145667.2,GLG1,-0.276381327,0.238316685,0.436276494,-1.179204675,38.51504551
7789,NM_023079.5,UBE2Z,-0.164124098,0.238286976,0.436276494,-1.179279305,98.18133268
7790,NM_001364826.2,PPHLN1,0.473496995,0.238438877,0.436406942,1.178897793,11.90374501
7791,NM_003849.4,SUCLG1,0.16187495,0.238449154,0.436406942,1.178871988,234.1758289
7792,NM_002758.4,MAP2K6,0.632966075,0.23861579,0.436655872,1.178453675,6.754189356
7793,NM_152354.6,ZNF285,0.60956868,0.238669613,0.436698321,1.178318605,6.72623313
7794,NM_006330.4,LYPLA1,0.195472896,0.238738284,0.436767923,1.178146307,88.1493621
7795,NM_001353645.1,UPF3A,-0.687889516,0.238807916,0.436839265,-1.177971632,7.89249884
7796,NM_001330104.2,CDC16,0.607444406,0.238849357,0.436859027,1.177867693,34.72444852
7797,NM_014923.5,FNDC3A,0.296274174,0.238937524,0.436921353,1.177646599,36.77193205
7798,NM_001013843.3,SLTM,0.383710095,0.238944716,0.436921353,1.177628567,24.85273582
7799,NM_006642.5,SDCCAG8,0.255412722,0.239317328,0.437344639,1.176694841,39.57253781
7800,NM_001252151.2,SLC39A9,0.500645247,0.239219219,0.437344639,1.176940593,17.87629042
7801,NM_001001520.3,HDGFL2,-1.460584603,0.239344452,0.437344639,-1.176626911,28.53346784
7802,NM_001270938.2,ZNF551,0.658901724,0.239387749,0.437344639,1.176518489,6.302920473
7803,NM_004544.4,NDUFA10,-0.202810156,0.239301605,0.437344639,-1.17673422,62.29335597
7804,NM_181787.3,DPY19L4,0.359237821,0.239390905,0.437344639,1.176510586,19.36586554
7805,NM_013442.3,STOML2,-3.305084822,0.239346638,0.437344639,-1.176621435,10.88742939
7806,NM_001354294.2,GAPVD1,0.631111408,0.239444137,0.437385851,1.176377303,10.44575949
7807,NM_013376.4,SERTAD1,-0.706908613,0.239520702,0.437469666,-1.17618564,6.943313289
7808,NM_006041.3,HS3ST3B1,0.438977751,0.23957626,0.437515099,1.176046588,13.51579874
7809,NM_003100.4,SNX2,0.221469504,0.23972596,0.43773242,1.175672028,55.790524
7810,NM_001317951.2,BRD9,-0.49786935,0.23976122,0.437740747,-1.175583831,19.79296707
7811,NM_001025201.4,CHN1,0.595110121,0.239849441,0.437845753,1.175363197,8.438311284
7812,NM_001164715.2,ZNF605,0.549305796,0.239976755,0.438022088,1.175044895,8.447270566
7813,NM_032367.4,ZBED3,-0.523415629,0.2401272,0.438240593,-1.174668915,10.81286179
7814,NM_001168300.1,KLHL13,0.374628284,0.240177768,0.438276784,1.174542579,17.51065833
7815,NM_016041.5,DERL2,0.303163112,0.240344411,0.438498123,1.174126373,27.37058074
7816,NM_001364028.1,CDC25C,0.608020884,0.240360568,0.438498123,1.174086032,9.159440938
7817,NM_152362.3,TNFAIP8L1,-0.706884989,0.24059333,0.43886661,-1.173505058,6.136351115
7818,NM_153350.4,FBXL16,-0.897371742,0.24066573,0.438942524,-1.173324427,4.963585383
7819,NM_024836.3,ZNF672,-0.70688359,0.240763828,0.439063422,-1.173079746,6.227260471
7820,NM_003348.4,UBE2N,0.193700437,0.240793602,0.439063422,1.173005497,70.15151069
7821,NM_172352.3,CD46,0.37311537,0.24087314,0.439152296,1.172807175,40.60697069
7822,NM_003925.3,MBD4,0.433544411,0.240930155,0.439200087,1.172665042,15.92992393
7823,NM_017437.3,CPSF2,0.245542112,0.241270112,0.439763586,1.171818055,43.0222441
7824,NM_006496.4,GNAI3,0.277866283,0.241367414,0.439884708,1.171575786,32.23133546
7825,NM_002624.4,PFDN5,-0.137603939,0.2414188,0.43992213,-1.171447871,804.7428745
7826,NM_139265.4,EHD4,-0.557222228,0.241502445,0.440018319,-1.171239691,9.595510781
7827,NM_033109.5,PNPT1,0.194584819,0.241557744,0.440062843,1.17110209,75.23473452
7828,NM_018948.4,ERRFI1,0.27675502,0.241767121,0.440388015,1.17058129,33.20715038
7829,NM_012343.4,NNT,0.201276485,0.24179988,0.440391429,1.170499835,72.12412318
7830,NM_203451.3,SERTM1,0.525145802,0.241880792,0.440426282,1.170298682,8.784587888
7831,NM_172128.3,CAMK2D,0.385182988,0.241860171,0.440426282,1.170349942,17.92071392
7832,NM_001370747.1,ANGEL1,-0.51031363,0.241924677,0.440449945,-1.170189601,10.81688419
7833,NM_153269.3,C20orf96,-0.231325415,0.242039671,0.440603047,-1.169903834,58.10452032
7834,NM_001303016.1,LINC02210-CRHR1,0.391775227,0.242110301,0.440647381,1.169728361,15.77664598
7835,NM_001076678.3,ZNF493,0.713137877,0.242125831,0.440647381,1.169689783,4.999124071
7836,NM_001308116.2,PHC3,-0.969289426,0.242511527,0.441236681,-1.168732242,5.532525567
7837,NM_032818.3,ARHGEF39,-0.405562488,0.24250705,0.441236681,-1.168743351,16.15422286
7838,NM_001199873.1,B4GALT3,-0.789060039,0.242546579,0.441244152,-1.168645276,5.193932429
7839,NM_012461.3,TINF2,-0.251176322,0.242757233,0.441545793,-1.168122804,40.46126084
7840,NM_003778.4,B4GALT4,0.281513931,0.242774319,0.441545793,1.16808044,32.01848847
7841,NM_144683.4,DHRS13,-0.433552146,0.242894159,0.441665153,-1.167783368,19.51850867
7842,NM_001013438.3,FXR1,0.22331776,0.242901896,0.441665153,1.167764192,51.37208969
7843,NM_012180.3,FBXO8,0.328957145,0.242970637,0.4416775,1.167593838,23.20284333
7844,NM_005671.4,UBXN8,0.268329868,0.242954,0.4416775,1.167635064,35.8794329
7845,NM_001035512.2,SDHC,-0.46027166,0.243011722,0.441695876,-1.167492037,15.71587135
7846,NM_002870.5,RAB13,-0.133645434,0.243113488,0.441824525,-1.167239935,164.465825
7847,NM_015633.3,FGFR1OP2,0.333171527,0.24317458,0.441879233,1.167088627,25.08960902
7848,NM_014904.3,RAB11FIP2,0.264672026,0.243235806,0.441934169,1.166937015,35.33420906
7849,NM_145312.4,ZNF485,0.400206648,0.243445582,0.442108131,1.166417758,15.69884289
7850,NM_001330305.2,NAB2,-0.784142622,0.243387693,0.442108131,-1.166561019,4.644507377
7851,NM_001329739.2,TRIR,-0.429433085,0.243452828,0.442108131,-1.166399828,44.63615704
7852,NM_002158.4,FOXN2,0.346021279,0.243455575,0.442108131,1.166393031,21.38438034
7853,NM_001033030.2,FAIM,-0.860607966,0.243746993,0.442580972,-1.165672228,4.803785552
7854,NM_000062.3,SERPING1,-0.784887549,0.243807999,0.442635378,-1.16552141,4.405993315
7855,NM_173822.5,FAM126B,0.575970188,0.243904233,0.442753719,1.165283556,8.227507304
7856,NM_020135.3,WRNIP1,-0.283381691,0.244071205,0.443000421,-1.164871023,40.12373492
7857,NM_016824.5,ADD3,-0.762092704,0.244353416,0.443399766,-1.164174218,8.948098531
7858,NM_001350253.1,TRMT5,-0.83498493,0.244340845,0.443399766,-1.164205245,4.566154278
7859,NM_033255.5,EPSTI1,-0.542548027,0.244643824,0.443870248,-1.163457767,10.71120334
7860,NM_002203.4,ITGA2,0.42393776,0.244689928,0.443897415,1.163344081,13.54226436
7861,NM_001284301.3,ANLN,0.373850906,0.244758345,0.443965047,1.163175402,23.82113786
7862,NM_001289149.1,VPS33B,-0.54221614,0.245081544,0.444494751,-1.162379015,12.26886447
7863,NM_015188.2,TBC1D12,0.411879219,0.245165403,0.444590294,1.162172499,14.31175262
7864,NM_001318522.1,CLUL1,0.925965795,0.245300953,0.444672232,1.161838793,4.743758239
7865,NM_020923.3,ZDBF2,0.552780324,0.24526668,0.444672232,1.161923156,15.07441991
7866,NM_001042493.3,SMIM8,0.313160177,0.245304143,0.444672232,1.161830941,25.23584395
7867,NM_001366571.1,SRRM1,-0.628204802,0.245395614,0.444732937,-1.161605827,6.496853766
7868,NM_001193304.3,TMEM127,-0.542455378,0.24540001,0.444732937,-1.161595009,9.729922967
7869,NM_022337.3,RAB38,0.274986151,0.245575185,0.444993844,1.161164066,32.02764923
7870,NM_020447.5,FAM219B,0.339424888,0.245755537,0.445264067,1.16072061,28.73920676
7871,NM_001080497.3,MEGF9,0.372382618,0.245964425,0.445585915,1.160207277,17.40571826
7872,NM_178587.3,PPP2R5C,0.146135318,0.246082579,0.445597729,1.159917052,142.6093455
7873,NM_001286495.2,FAM214A,0.390939625,0.246090716,0.445597729,1.15989707,16.18424494
7874,NM_133480.2,TADA3,-0.861422946,0.246128253,0.445597729,-1.15980489,4.359380081
7875,NM_003711.4,PLPP1,0.362121935,0.246158448,0.445597729,1.159730746,18.77314056
7876,NM_000288.4,PEX7,0.26997894,0.246025007,0.445597729,1.160058457,34.36167801
7877,NM_001185183.2,VAMP7,0.505138515,0.246106835,0.445597729,1.159857485,11.37667988
7878,NM_001127688.2,BEX4,0.46300736,0.246197585,0.445612003,1.159634656,136.5515098
7879,NM_001032363.4,MICOS10,-0.191072658,0.246330961,0.445796823,-1.159307267,70.96598354
7880,NM_004879.5,EI24,0.135258535,0.246396452,0.445858758,1.159146554,159.9016036
7881,NM_198281.3,GPRIN3,0.534357319,0.246465243,0.445926647,1.158977778,8.976390582
7882,NM_003260.5,TLE2,-1.158441808,0.246708826,0.446310727,-1.15838042,4.457499109
7883,NM_001346364.2,SF1,0.932880864,0.246821606,0.44645811,1.15810398,30.91874614
7884,NM_006784.3,WDR3,0.264781227,0.247064503,0.446727459,1.157508906,36.3005281
7885,NM_001286046.2,RBM7,0.325397898,0.24700556,0.446727459,1.157653272,22.78629913
7886,NM_019852.5,METTL3,-0.123501258,0.247063518,0.446727459,-1.157511319,168.4015813
7887,NM_004093.4,EFNB2,0.258586301,0.247150785,0.446826809,1.157297622,37.49957852
7888,NM_018212.6,ENAH,0.294652838,0.247238099,0.446875538,1.157083862,32.57689655
7889,NM_001130845.2,BCL6,0.633261562,0.247240418,0.446875538,1.157078186,6.621143763
7890,NM_006236.3,POU3F3,0.425076204,0.247332339,0.446985022,1.156853207,14.28087176
7891,NM_212502.3,CDK18,-1.498387429,0.247494747,0.447051887,-1.156455854,11.26136532
7892,NM_001159387.2,B4GALNT2,0.351102314,0.247429369,0.447051887,1.156615787,19.87476326
7893,NM_001139444.3,TRAPPC3L,0.576324732,0.247445157,0.447051887,1.156577164,7.519219139
7894,NM_001282302.2,TMEM185A,0.465851368,0.247474966,0.447051887,1.156504242,11.34190481
7895,NM_013243.4,SCG3,0.664186628,0.247580383,0.447123278,1.156246406,5.922661935
7896,NM_000625.4,NOS2,-0.706827958,0.247659699,0.447123278,-1.156052462,6.517268072
7897,NM_016125.4,RNFT1,0.265959489,0.247628011,0.447123278,1.156129939,33.60622089
7898,NM_001243203.2,RANBP6,0.990567823,0.247659458,0.447123278,1.156053051,4.65427332
7899,NM_001199850.1,DAP3,0.775177544,0.248019956,0.447578142,1.155172104,8.174244765
7900,NM_001195626.3,MLLT10,0.254590944,0.247961789,0.447578142,1.155314185,37.93716828
7901,NM_198516.3,GALNT18,-0.741785947,0.248037203,0.447578142,-1.15512998,8.656302345
7902,NM_001031732.4,YTHDC1,0.299715253,0.247982905,0.447578142,1.155262605,29.9236201
7903,NM_005103.5,FEZ1,-0.516059891,0.248122889,0.447659336,-1.154920732,8.764848188
7904,NM_020473.3,PIGA,0.277194999,0.248144989,0.447659336,1.154866771,33.07279671
7905,NM_006290.4,TNFAIP3,-0.919062632,0.248199226,0.447700539,-1.154734357,4.844334099
7906,NM_015892.5,CHST15,-0.787792205,0.248284083,0.447796956,-1.154527227,7.718027662
7907,NM_024790.6,CSPP1,0.521891063,0.248364932,0.447886122,1.154329926,11.01319431
7908,NM_001324060.2,PIAS2,-1.206546595,0.248460267,0.448001384,-1.154097332,4.89133146
7909,NM_022918.4,TMEM135,0.523661698,0.248556034,0.448005435,1.153863749,8.78941193
7910,NM_001037165.2,FOXK1,-0.575281029,0.248556771,0.448005435,-1.15386195,11.55391385
7911,NM_001257291.2,SLC9A7,0.321465747,0.248546161,0.448005435,1.153887825,23.60643989
7912,NM_016622.4,MRPL35,0.268971292,0.248609931,0.448025323,1.153732316,36.04513817
7913,NM_020343.4,RALGAPA2,-0.346287741,0.248630646,0.448025323,-1.153681806,21.37398011
7914,NM_021241.3,WIZ,-0.744911467,0.248785923,0.448191848,-1.153303283,5.872574054
7915,NM_018989.2,RBM27,0.261814604,0.248762501,0.448191848,1.153360369,38.82416018
7916,NM_005023.4,PGGT1B,0.372368662,0.248839854,0.448232374,1.153171854,16.97302341
7917,NM_019110.5,ZKSCAN4,-0.83772961,0.248912001,0.4483057,-1.152996061,5.327345391
7918,NM_001128629.3,BUB1B-PAK6,0.576585446,0.249114748,0.448614194,1.152502244,7.132305782
7919,NM_021947.3,SRR,0.247933061,0.249393071,0.448956306,1.15182481,44.6107563
7920,NM_001077498.3,FAM222B,1.218326571,0.249493637,0.448956306,1.151580163,6.992780745
7921,NM_020347.4,LZTFL1,0.380661942,0.249405492,0.448956306,1.151794589,16.79970781
7922,NM_021982.3,SEC24A,0.289206684,0.249440583,0.448956306,1.151709218,29.23325884
7923,NM_001040006.2,TCERG1,0.16851399,0.249389079,0.448956306,1.151834522,107.8918713
7924,NM_001009186.2,CCT6A,0.728835509,0.249491745,0.448956306,1.151584765,5.847854629
7925,NM_016334.5,GPR89B,0.348742282,0.249587225,0.449068043,1.151352553,22.77640596
7926,NM_014730.4,MLEC,-0.164448863,0.249806369,0.449203479,-1.15081982,92.93688623
7927,NM_016091.4,EIF3L,-0.098824635,0.249742083,0.449203479,-1.150976065,491.1486679
7928,NM_001134422.2,CDV3,0.254282385,0.249820014,0.449203479,1.150786659,42.06516577
7929,NM_014245.5,RNF7,-0.208704065,0.249815857,0.449203479,-1.150796762,57.99685865
7930,NM_001130722.3,AHCYL2,0.273642177,0.249766022,0.449203479,1.150917879,34.32033979
7931,NM_033281.6,MRPS36,0.210612347,0.249881101,0.449256666,1.150638223,66.3945071
7932,NM_144586.7,LYPD1,-0.926879489,0.249955134,0.44932353,-1.150458362,6.692547744
7933,NM_001261448.1,GPM6A,0.615584154,0.249981314,0.44932353,1.150394767,7.341626649
7934,NM_181359.3,IL6R,0.919157414,0.250229441,0.449656156,1.149792268,5.029817413
7935,NM_015002.3,FBXO21,-0.326542774,0.250215659,0.449656156,-1.14982572,25.79037101
7936,NM_001135245.2,TCOF1,-1.081115441,0.250422566,0.449946493,-1.14932361,9.273226487
7937,NM_001365049.1,ADAR,-0.85909205,0.250495497,0.450020826,-1.149146694,4.776828466
7938,NM_001370338.1,SLC7A2,-0.942046613,0.2505502,0.450062397,-1.149014019,5.414403241
7939,NM_002268.5,KPNA4,0.235433357,0.25075018,0.450364884,1.148529166,47.117803
7940,NM_001024732.4,MECR,-0.63164763,0.251150053,0.450685704,-1.147560478,10.30879235
7941,NM_182976.4,ZNF326,0.312655342,0.251119788,0.450685704,1.147633756,24.47789592
7942,NM_052966.4,NIBAN1,-0.297491812,0.251020474,0.450685704,-1.147874264,26.62065178
7943,NM_001126113.2,TP53,-4.343792844,0.25105045,0.450685704,-1.147801664,5.492149188
7944,NM_173557.3,RNF152,0.576432887,0.251003111,0.450685704,1.147916317,7.308608625
7945,NM_001080821.3,ZNF799,0.476726324,0.251090967,0.450685704,1.147703545,10.80526977
7946,NM_001292046.2,NMU,0.687770168,0.251119293,0.450685704,1.147634955,4.437176365
7947,NM_001190847.2,CNOT4,0.563253751,0.251222676,0.450759297,1.147384666,8.788789881
7948,NM_001367321.1,TRNT1,0.389655937,0.251323559,0.450826849,1.147140498,15.35897877
7949,NM_006714.5,SMPDL3A,0.472391969,0.251318969,0.450826849,1.147151605,10.06522137
7950,NM_001287816.1,UBAP2L,-0.458459818,0.251504189,0.450987196,-1.146703487,13.17121368
7951,NM_001308244.1,MAPK9,0.764764529,0.251507833,0.450987196,1.146694673,4.934673295
7952,NM_002031.3,FRK,0.476108667,0.251497107,0.450987196,1.146720616,11.11050816
7953,NM_004560.4,ROR2,-0.744640974,0.251567305,0.451037119,-1.146550836,5.749612321
7954,NM_001083.4,PDE5A,0.400140028,0.251709725,0.451235726,1.146206486,14.74234335
7955,NM_018177.6,N4BP2,0.495887389,0.25181032,0.451308206,1.145963342,10.91260147
7956,NM_001452.2,FOXF2,-0.33524444,0.251837693,0.451308206,-1.145897193,22.13680178
7957,NM_001346890.1,WHRN,-0.786901416,0.251845108,0.451308206,-1.145879274,5.62949988
7958,NM_018119.4,POLR3E,-0.316852724,0.251925919,0.451339575,-1.145684019,27.35544636
7959,NM_016265.4,ZNF12,0.310283882,0.251912381,0.451339575,1.145716727,25.77862483
7960,NM_003276.2,TMPO,0.205242099,0.252079953,0.451541179,1.145311962,65.12478341
7961,NM_021214.2,ABHD17C,0.225021929,0.252101783,0.451541179,1.145259245,47.11873316
7962,NM_001321049.2,PMS1,-0.645714416,0.252269368,0.451784592,-1.14485466,6.398273264
7963,NM_000987.5,RPL26,0.157808113,0.252558403,0.452245419,1.144157311,8655.835882
7964,NM_001363643.2,TSEN15,0.351060077,0.252701335,0.452274173,1.143812667,19.94696859
7965,NM_152316.3,ARL14EP,0.265825978,0.25269686,0.452274173,1.143823456,34.44496067
7966,NM_001352769.1,ARL17B,0.534063608,0.252658746,0.452274173,1.143915346,8.234176892
7967,NM_001025370.3,VEGFA,-0.56134111,0.252606613,0.452274173,-1.144041051,10.67276276
7968,NM_015237.4,BTBD8,0.476978015,0.252777681,0.452297271,1.143628635,9.870229832
7969,NM_133493.5,CD109,0.4248632,0.252770966,0.452297271,1.143644819,13.31738679
7970,NM_004541.4,NDUFA1,-0.173583104,0.252823098,0.452321776,-1.143519174,508.7050024
7971,NM_015015.3,KDM4B,-0.674840943,0.252884415,0.452374718,-1.143371416,11.47627236
7972,NM_001369512.1,STAT3,-0.487094836,0.252981791,0.452418091,-1.143136815,27.13388191
7973,NM_001321268.2,MKS1,-0.464646345,0.2529837,0.452418091,-1.143132216,13.09749675
7974,NM_014748.4,SNX17,-1.956813356,0.253005586,0.452418091,-1.143079498,7.824126873
7975,NM_001031720.3,GSTCD,0.396108869,0.253035576,0.452418091,1.143007263,18.7031192
7976,NM_001286706.2,UFM1,0.317205309,0.253230906,0.45261688,1.142536927,26.75016377
7977,NM_006785.4,MALT1,0.357129926,0.253241985,0.45261688,1.142510257,18.38429994
7978,NM_006321.4,ARIH2,0.76976189,0.253197089,0.45261688,1.142618336,8.144588911
7979,NM_006301.4,MAP3K12,-0.675682931,0.253616599,0.453172818,-1.141608958,5.896227629
7980,NM_001349903.2,HPS4,-0.767385464,0.253610487,0.453172818,-1.141623655,7.06668857
7981,NM_002959.7,SORT1,0.212593812,0.254136031,0.453702975,1.140360767,55.42331244
7982,NM_012341.3,GTPBP4,-0.159644257,0.254031269,0.453702975,-1.140612366,100.0949044
7983,NM_001042603.3,KDM5A,0.239618675,0.253999281,0.453702975,1.140689203,44.17893632
7984,NM_144606.7,FLCN,-0.646405677,0.254086955,0.453702975,-1.140478619,6.806358454
7985,NM_001322219.2,DHX8,0.775343346,0.254125548,0.453702975,1.140385939,5.739985488
