,targeet_id,symbol,log2FC,pvalue,padj,statistic,baseMean
14566,NM_001322966.2,OAT,0.512933342,0.785737493,NA,0.271849824,0.914446628
14567,NM_001322969.2,OAT,2.965734527,0.153217403,NA,1.428258724,1.943105199
14568,NM_001322971.2,OAT,0,1,NA,0,0.093427719
14569,NM_001322974.2,OAT,0.340578821,0.558518776,NA,0.585043042,6.858481094
14570,NM_001322965.2,OAT,0,1,NA,0,0.065722419
14571,NM_001318332.2,LHPP,0.077413922,0.890148898,NA,0.138115801,7.724236248
14572,NM_001318331.2,LHPP,0,1,NA,0,0.06199598
14573,NM_001167880.2,LHPP,-1.100420706,0.48406966,NA,-0.69977207,2.084428028
14574,NM_022126.4,LHPP,-1.644239946,0.102651823,NA,-1.632131331,7.592779557
14575,NM_014661.4,FAM53B,-1.127960281,0.108470335,NA,-1.605106657,9.001088473
14576,NM_001304467.2,EEF1AKMT2,0.131550674,0.864000093,NA,0.171284467,4.311234186
14577,NM_001304468.2,EEF1AKMT2,0.717716102,0.26717526,NA,1.109591118,5.124418455
14578,NM_212554.4,EEF1AKMT2,-0.046764378,0.929823834,NA,-0.088066485,7.996958783
14579,NM_001363508.2,CTBP2,-1.932567678,0.41001799,NA,-0.823861973,0.727678125
14580,NM_022802.3,CTBP2,NA,NA,NA,NA,0
14581,NM_001321014.2,CTBP2,-2.519075095,0.624050733,NA,-0.490117532,0.647803048
14582,NM_001290215.3,CTBP2,-1.136031319,0.460151608,NA,-0.738597229,3.733308759
14583,NM_001321013.2,CTBP2,-2.817497102,0.135736389,NA,-1.491857948,2.56228171
14584,NM_001290214.3,CTBP2,0.446795183,0.952870766,NA,0.059102125,0.155889881
14585,NM_001329.4,CTBP2,-0.991980868,0.242231133,NA,-1.169428252,5.90338439
14586,NM_001318133.2,TEX36,1.408285586,0.852219007,NA,0.186287886,0.032067583
14587,NM_001128202.3,TEX36,0.399702071,0.874733515,NA,0.157648841,0.456410866
14588,NM_147191.1,MMP21,NA,NA,NA,NA,0
14589,NM_001324037.2,UROS,0,1,NA,0,0.119333426
14590,NM_001324038.2,UROS,0,1,NA,0,0.117761354
14591,NM_145235.5,FANK1,0.289248804,0.753415545,NA,0.314138901,2.602212075
14592,NM_003474.6,ADAM12,0,1,NA,0,0.061206864
14593,NM_001288973.2,ADAM12,-0.073240008,0.944252115,NA,-0.069926558,2.034947655
14594,NM_021641.5,ADAM12,NA,NA,NA,NA,0
14595,NM_001288974.2,ADAM12,NA,NA,NA,NA,0
14596,NM_001288975.2,ADAM12,NA,NA,NA,NA,0
14597,NM_001039762.3,INSYN2A,NA,NA,NA,NA,0
14598,NM_207426.3,FOXI2,NA,NA,NA,NA,0
14599,NM_152311.5,CLRN3,NA,NA,NA,NA,0
14600,NM_001323356.2,PTPRE,NA,NA,NA,NA,0
14601,NM_001323355.2,PTPRE,NA,NA,NA,NA,0
14602,NM_006504.6,PTPRE,NA,NA,NA,NA,0
14603,NM_001316676.2,PTPRE,NA,NA,NA,NA,0
14604,NM_001316677.2,PTPRE,-2.515691542,0.316901277,NA,-1.000845978,0.697199751
14605,NM_001323354.2,PTPRE,NA,NA,NA,NA,0
14606,NM_001323357.2,PTPRE,-1.034326924,0.891227431,NA,-0.136751234,0.191665047
14607,NM_130435.5,PTPRE,0.052415402,0.945124501,NA,0.06883055,4.014085255
14608,NM_002412.5,MGMT,-0.948513237,0.379909966,NA,-0.878062199,3.888969464
14609,NM_001355042.2,C10orf143,-0.28986143,0.781697354,NA,-0.277107773,2.091226362
14610,NM_174937.4,TCERG1L,NA,NA,NA,NA,0
14611,NM_001291310.2,PPP2R2D,0.063136537,0.923090494,NA,0.096541528,5.606959499
14612,NM_001323089.2,JAKMIP3,-1.034560745,0.749540642,NA,-0.319245123,0.361589524
14613,NM_001323088.2,JAKMIP3,-1.034508868,0.891208416,NA,-0.136775289,0.032818079
14614,NM_001323090.2,JAKMIP3,0,1,NA,0,0.097306462
14615,NM_001105521.4,JAKMIP3,NA,NA,NA,NA,0
14616,NM_001323086.2,JAKMIP3,-1.034458871,0.841267483,NA,-0.200272481,0.288540512
14617,NM_001323087.2,JAKMIP3,NA,NA,NA,NA,0
14618,NM_006426.3,DPYSL4,-0.948357762,0.326692883,NA,-0.980796949,4.792844637
14619,NM_173575.4,STK32C,-1.811814144,0.188872691,NA,-1.313921298,3.159260025
14620,NM_001318878.2,STK32C,-1.921742562,0.79884733,NA,-0.254839158,0.520310697
14621,NM_001318881.2,STK32C,0.292961525,0.745468585,NA,0.324620137,3.183299286
14622,NM_001318882.2,STK32C,-1.806916213,0.292652003,NA,-1.052321648,1.062944828
14623,NM_001318883.2,STK32C,-0.813860491,0.273213381,NA,-1.095692466,7.164259561
14624,NM_001143758.2,LRRC27,0,1,NA,0,0.163141236
14625,NM_001143759.2,LRRC27,-0.073270019,0.959871719,NA,-0.050314563,1.355124948
14626,NM_030626.3,LRRC27,0.094080363,0.938975945,NA,0.076557029,1.666114371
14627,NM_001143757.2,LRRC27,0,1,NA,0,0.159825493
14628,NM_001309474.2,LRRC27,-0.802495936,0.554578969,NA,-0.590912621,1.558476357
14629,NM_001098637.2,PWWP2B,NA,NA,NA,NA,0
14630,NM_138499.4,PWWP2B,-1.073968637,0.421412501,NA,-0.803973116,1.795243686
14631,NM_177400.3,NKX6-2,-1.933059419,0.460548711,NA,-0.73794362,0.480208165
14632,NM_001200049.3,CFAP46,NA,NA,NA,NA,0
14633,NM_001347864.2,KNDC1,-0.810642144,0.535544804,NA,-0.619564106,2.115523554
14634,NM_001347866.2,KNDC1,-1.079488862,0.61447539,NA,-0.503695473,0.528666994
14635,NM_001347865.2,KNDC1,0,1,NA,0,0.35107564
14636,NM_152643.8,KNDC1,-1.933042629,0.458323134,NA,-0.741610873,0.445775792
14637,NM_003577.3,UTF1,NA,NA,NA,NA,0
14638,NM_014468.4,VENTX,-0.073246432,0.960398309,NA,-0.049653755,1.081197805
14639,NM_001109.5,ADAM8,0,1,NA,0,0.16424511
14640,NM_001164489.2,ADAM8,-2.518213073,0.282841307,NA,-1.073958445,0.702963972
14641,NM_001164490.2,ADAM8,-1.930051935,0.33201599,NA,-0.970061195,0.776470956
14642,NM_001321617.2,CALY,NA,NA,NA,NA,0
14643,NM_015722.4,CALY,NA,NA,NA,NA,0
14644,NM_001145201.2,PRAP1,1.407918956,0.460447893,NA,0.73810953,1.00324944
14645,NM_145202.5,PRAP1,-1.034442835,0.891215317,NA,-0.136766559,0.095011312
14646,NM_001301828.2,FUOM,NA,NA,NA,NA,0
14647,NM_198472.3,FUOM,NA,NA,NA,NA,0
14648,NM_001098483.3,FUOM,NA,NA,NA,NA,0
14649,NM_001301827.2,FUOM,0,1,NA,0,0.032389629
14650,NM_207127.3,PAOX,0,1,NA,0,0.093121551
14651,NM_207128.3,PAOX,0.394208612,0.950770504,NA,0.061739223,0.283931283
14652,NM_152911.4,PAOX,-1.807621274,0.293490217,NA,-1.050495808,1.978733387
14653,NM_000773.4,CYP2E1,-0.295794846,0.772860448,NA,-0.288635341,2.168885726
14654,NM_001143764.3,SYCE1,NA,NA,NA,NA,0
14655,NM_001080998.2,FRG2B,0.512423226,0.673056899,NA,0.421956321,1.142896777
14656,NM_145651.3,SCGB1C1,0,1,NA,0,0.096463258
14657,NM_021932.5,RIC8A,0,1,NA,0,0.807514936
14658,NM_001370310.1,SIRT3,0,1,NA,0,0.056239037
14659,NM_012239.6,SIRT3,-1.464551852,0.687284351,NA,-0.402543134,1.1875964
14660,NM_001370314.1,SIRT3,-1.051789055,0.573651503,NA,-0.562681912,3.518867592
14661,NM_001370312.1,SIRT3,NA,NA,NA,NA,0
14662,NM_001370323.1,SIRT3,1.356947475,0.769557689,NA,0.292953507,0.838038459
14663,NM_001370325.1,SIRT3,0.81821199,0.553183488,NA,0.59299651,2.677644266
14664,NM_001370315.1,SIRT3,-1.034265393,0.891233862,NA,-0.136743099,0.363315785
14665,NM_001370316.1,SIRT3,0,1,NA,0,0.117558352
14666,NM_001370321.1,SIRT3,-1.034295684,0.891230696,NA,-0.136747104,0.240634701
14667,NM_001370318.1,SIRT3,-3.518988337,0.139977413,NA,-1.475875145,1.207880895
14668,NM_001370322.1,SIRT3,-3.253811736,0.210052765,NA,-1.253420361,0.630420353
14669,NM_001370317.1,SIRT3,1.091376538,0.600702674,NA,0.523390298,0.639046017
14670,NM_001370319.1,SIRT3,NA,NA,NA,NA,0
14671,NM_001370320.1,SIRT3,-2.934155066,0.415809048,NA,-0.813713589,2.098215934
14672,NM_001370324.1,SIRT3,0,1,NA,0,0.060257169
14673,NM_001276700.2,NLRP6,NA,NA,NA,NA,0
14674,NM_138329.2,NLRP6,NA,NA,NA,NA,0
14675,NM_025092.5,PGGHG,-2.159015366,0.092778647,NA,-1.680919008,5.843007684
14676,NM_001025295.3,IFITM5,0,1,NA,0,0.030064724
14677,NM_178537.5,B4GALNT4,-1.6594111,0.1195017,NA,-1.556868542,6.316870428
14678,NM_001303029.2,PKP3,NA,NA,NA,NA,0
14679,NM_007183.4,PKP3,NA,NA,NA,NA,0
14680,NM_001135054.2,SIGIRR,0,1,NA,0,0.554895554
14681,NM_001135053.2,SIGIRR,-2.519824047,0.737475891,NA,-0.335197788,0.286524528
14682,NM_021805.3,SIGIRR,-1.078354923,0.596426089,NA,-0.529546943,1.3237246
14683,NM_001347882.2,ANO9,0,1,NA,0,0.065407459
14684,NM_001012302.3,ANO9,0,1,NA,0,0.061499623
14685,NM_001329545.2,PTDSS2,1.361778167,0.584795372,NA,0.546393653,0.885072219
14686,NM_030783.3,PTDSS2,-0.761457058,0.222386866,NA,-1.220205807,8.689457047
14687,NM_001329544.2,PTDSS2,-2.663634542,0.130397119,NA,-1.512537741,2.6640541
14688,NM_203383.2,RNH1,-4.102267778,0.023629051,NA,-2.263107699,3.843900659
14689,NM_203384.2,RNH1,-1.034256174,0.891234825,NA,-0.13674188,0.296993203
14690,NM_203387.3,RNH1,1.822699373,0.643702223,NA,0.462528704,0.431262422
14691,NM_203386.3,RNH1,-1.825565804,0.588105977,NA,-0.541582751,0.641225615
14692,NM_203389.3,RNH1,-1.795054978,0.509274373,NA,-0.659967987,1.189742521
14693,NM_203388.3,RNH1,0,1,NA,0,0.423380906
14694,NM_001318054.2,HRAS,-1.034484572,0.744823814,NA,-0.325472076,1.310842487
14695,NM_198075.4,LRRC56,0,1,NA,0,0.259162674
14696,NM_173573.3,LMNTD2,-2.517768469,0.240996385,NA,-1.172499967,1.146261613
14697,NM_001143993.2,RASSF7,-2.518221096,0.287421999,NA,-1.063794068,1.280697508
14698,NM_001143994.2,RASSF7,NA,NA,NA,NA,0
14699,NM_003475.4,RASSF7,NA,NA,NA,NA,0
14700,NM_001286583.2,PHRF1,0.506830298,0.848919408,NA,0.190497364,1.132157759
14701,NM_001286582.2,PHRF1,0,1,NA,0,0.314973177
14702,NM_020901.4,PHRF1,-1.934247572,0.708203103,NA,-0.374270465,0.344998977
14703,NM_001286581.2,PHRF1,-4.393709512,0.055755334,NA,-1.912943123,3.386034561
14704,NM_004031.4,IRF7,0,1,NA,0,0.232627015
14705,NM_001572.5,IRF7,-1.034389407,0.891220901,NA,-0.136759495,0.158778838
14706,NM_004029.4,IRF7,0,1,NA,0,0.096597897
14707,NM_021924.5,CDHR5,-2.931163806,0.154925176,NA,-1.422348259,1.406641513
14708,NM_021920.4,SCT,-1.034509557,0.764676204,NA,-0.299345811,0.668775895
14709,NM_000797.4,DRD4,0,1,NA,0,0.097882921
14710,NM_001293634.1,DEAF1,0,1,NA,0,0.287874594
14711,NM_022772.4,EPS8L2,-2.075325618,0.154549909,NA,-1.423642768,2.953142953
14712,NM_001318821.2,GATD1,-1.933484049,0.754943679,NA,-0.312127433,1.251432742
14713,NM_182612.4,GATD1,-3.518806883,0.301867513,NA,-1.032436857,5.0158729
14714,NM_001318820.2,GATD1,-3.256148047,0.664136008,NA,-0.434209924,0.394221174
14715,NM_001318824.2,GATD1,0.346153481,0.71468088,NA,0.365576813,6.810989632
14716,NM_001318823.2,GATD1,-2.93462982,0.695815611,NA,-0.390975141,0.2986303
14717,NM_001318818.2,GATD1,-5.10116318,0.00450806,NA,-2.84023298,3.585888873
14718,NM_001318822.2,GATD1,0.136381659,0.915985943,NA,0.105491338,3.510216602
14719,NM_016564.4,CEND1,0,1,NA,0,0.095251021
14720,NM_024698.6,SLC25A22,-2.931075758,0.128735894,NA,-1.519105695,0.845797435
14721,NM_001191061.2,SLC25A22,-0.075744569,0.975401169,NA,-0.030834948,1.866494379
14722,NM_145886.4,PIDD1,-2.817468058,0.136759339,NA,-1.487967978,3.796812761
14723,NM_145887.4,PIDD1,-1.03442728,0.817705028,NA,-0.230497729,0.518511687
14724,NM_001286606.2,CRACR2B,-1.932330567,0.389745991,NA,-0.860078103,1.048380934
14725,NM_173584.4,CRACR2B,-1.933454361,0.515484173,NA,-0.650322119,0.58159735
14726,NM_001025238.2,TSPAN4,-1.929505359,0.383355982,NA,-0.871729465,1.386858933
14727,NM_003271.5,TSPAN4,-2.934425967,0.397384751,NA,-0.846301178,0.981062405
14728,NM_001142674.2,CHID1,-2.123909135,0.218538544,NA,-1.230423538,6.27485125
14729,NM_001142676.2,CHID1,0.41851012,0.859552385,NA,0.17694399,0.598475824
14730,NM_023947.4,CHID1,-1.963518183,0.214489257,NA,-1.241315402,3.060314958
14731,NM_001142677.2,CHID1,-1.642370302,0.167477268,NA,-1.380355326,6.856467051
14732,NM_005961.3,MUC6,NA,NA,NA,NA,0
14733,NM_002457.4,MUC2,NA,NA,NA,NA,0
14734,NM_001304359.2,MUC5AC,NA,NA,NA,NA,0
14735,NM_002458.3,MUC5B,NA,NA,NA,NA,0
14736,NM_019009.4,TOLLIP,-2.515709666,0.385808633,NA,-0.867243452,0.766000667
14737,NM_001318516.2,TOLLIP,0,1,NA,0,0.09367895
14738,NM_001318515.2,TOLLIP,2.006417821,0.541867144,NA,0.609991944,0.743312531
14739,NM_001318512.2,TOLLIP,-1.491352796,0.159196743,NA,-1.407778247,3.354701704
14740,NM_003957.4,BRSK2,-2.155675276,0.042042745,NA,-2.033096795,5.380791253
14741,NM_001256627.2,BRSK2,1.40774497,0.425048756,NA,0.797692847,0.871312953
14742,NM_001256629.2,BRSK2,0,1,NA,0,0.66329417
14743,NM_001282218.2,BRSK2,0,1,NA,0,0.101254194
14744,NM_001256630.1,BRSK2,0,1,NA,0,0.064779259
14745,NM_001172223.3,MOB2,NA,NA,NA,NA,0
14746,NM_004420.3,DUSP8,-1.296330928,0.199924816,NA,-1.281765796,3.969825712
14747,NM_001005922.1,KRTAP5-1,-2.93377584,0.263279523,NA,-1.11867334,1.064190107
14748,NM_001004325.2,KRTAP5-2,-1.491228686,0.397832773,NA,-0.845498137,1.352400202
14749,NM_001012708.2,KRTAP5-3,NA,NA,NA,NA,0
14750,NM_001347674.1,KRTAP5-4,NA,NA,NA,NA,0
14751,NM_001001480.2,KRTAP5-5,NA,NA,NA,NA,0
14752,NM_001012416.1,KRTAP5-6,0,1,NA,0,0.034143543
14753,NM_001170820.4,IFITM10,-1.9328156,0.43308941,NA,-0.783915984,0.480655695
14754,NM_001290334.2,SYT8,NA,NA,NA,NA,0
14755,NM_138567.5,SYT8,NA,NA,NA,NA,0
14756,NM_001290333.2,SYT8,NA,NA,NA,NA,0
14757,NM_001290332.2,SYT8,NA,NA,NA,NA,0
14758,NM_003282.4,TNNI2,NA,NA,NA,NA,0
14759,NM_001145829.2,TNNI2,NA,NA,NA,NA,0
14760,NM_001145841.2,TNNI2,NA,NA,NA,NA,0
14761,NM_002339.3,LSP1,NA,NA,NA,NA,0
14762,NM_001013253.2,LSP1,NA,NA,NA,NA,0
14763,NM_001013254.1,LSP1,NA,NA,NA,NA,0
14764,NM_001013255.1,LSP1,-0.590029942,0.453067757,NA,-0.750310438,5.014231663
14765,NM_001367851.1,TNNT3,NA,NA,NA,NA,0
14766,NM_001367850.1,TNNT3,NA,NA,NA,NA,0
14767,NM_001367845.1,TNNT3,NA,NA,NA,NA,0
14768,NM_001042782.3,TNNT3,NA,NA,NA,NA,0
14769,NM_001042780.3,TNNT3,NA,NA,NA,NA,0
14770,NM_006757.4,TNNT3,NA,NA,NA,NA,0
14771,NM_001367848.1,TNNT3,NA,NA,NA,NA,0
14772,NM_001042781.3,TNNT3,NA,NA,NA,NA,0
14773,NM_001363561.2,TNNT3,NA,NA,NA,NA,0
14774,NM_001367846.1,TNNT3,NA,NA,NA,NA,0
14775,NM_001297646.2,TNNT3,NA,NA,NA,NA,0
14776,NM_001367852.1,TNNT3,NA,NA,NA,NA,0
14777,NM_001367849.1,TNNT3,NA,NA,NA,NA,0
14778,NM_001367844.1,TNNT3,NA,NA,NA,NA,0
14779,NM_001367842.1,TNNT3,NA,NA,NA,NA,0
14780,NM_001367843.1,TNNT3,NA,NA,NA,NA,0
14781,NM_001367847.1,TNNT3,NA,NA,NA,NA,0
14782,NM_001007139.5,IGF2,NA,NA,NA,NA,0
14783,NM_001291861.3,IGF2,-2.921537848,0.697117244,NA,-0.389214816,0.728568546
14784,NM_000612.6,IGF2,-2.517632266,0.228919715,NA,-1.203146289,0.794987806
14785,NM_001127598.3,IGF2,-1.934143146,0.565492867,NA,-0.574701982,0.513712675
14786,NM_001291862.3,IGF2,0.320983673,0.765226309,NA,0.298624842,2.961553207
14787,NM_001042376.3,INS-IGF2,NA,NA,NA,NA,0
14788,NM_001291897.2,INS,NA,NA,NA,NA,0
14789,NM_001185097.2,INS,NA,NA,NA,NA,0
14790,NM_000207.3,INS,NA,NA,NA,NA,0
14791,NM_199292.3,TH,NA,NA,NA,NA,0
14792,NM_199293.3,TH,NA,NA,NA,NA,0
14793,NM_000360.4,TH,NA,NA,NA,NA,0
14794,NM_001142946.3,C11orf21,NA,NA,NA,NA,0
14795,NM_001329958.2,C11orf21,NA,NA,NA,NA,0
14796,NM_001297661.2,TSSC4,-1.034424524,0.891217231,NA,-0.136764138,0.097206757
14797,NM_005706.4,TSSC4,0,1,NA,0,0.971363097
14798,NM_001297660.2,TSSC4,NA,NA,NA,NA,0
14799,NM_001297658.2,TSSC4,-2.291855667,0.201432981,NA,-1.27747959,2.069277506
14800,NM_001297659.2,TSSC4,-2.518305514,0.29469042,NA,-1.047887547,0.767807709
14801,NM_014555.3,TRPM5,NA,NA,NA,NA,0
14802,NM_000218.3,KCNQ1,-1.034556231,0.750700415,NA,-0.317715945,0.373025278
14803,NM_181798.1,KCNQ1,-2.067376866,0.281203786,NA,-1.077619076,1.338861287
14804,NM_000076.2,CDKN1C,NA,NA,NA,NA,0
14805,NM_001362474.2,CDKN1C,NA,NA,NA,NA,0
14806,NM_001122630.2,CDKN1C,NA,NA,NA,NA,0
14807,NM_001122631.2,CDKN1C,NA,NA,NA,NA,0
14808,NM_001362475.2,CDKN1C,0.306542805,0.629582827,NA,0.482314108,5.063598126
14809,NM_183233.3,SLC22A18,0,1,NA,0,0.030360204
14810,NM_001315502.2,SLC22A18,-0.496043542,0.821552824,NA,-0.225548212,0.858184989
14811,NM_002555.6,SLC22A18,0,1,NA,0,0.064388677
14812,NM_003311.4,PHLDA2,-1.077174908,0.33965956,NA,-0.954838132,1.973881064
14813,NM_001369388.1,NAP1L4,-2.518421163,0.348566731,NA,-0.937372988,0.887442997
14814,NM_001369379.1,NAP1L4,2.331810359,0.518194507,NA,0.646131021,0.604729132
14815,NM_001369385.1,NAP1L4,-1.034358491,0.891224132,NA,-0.136755408,0.159144166
14816,NM_001369386.1,NAP1L4,-1.933282187,0.45373846,NA,-0.749197029,0.799538887
14817,NM_001369378.1,NAP1L4,0,1,NA,0,0.031434899
14818,NM_001369384.1,NAP1L4,0,1,NA,0,0.061194196
14819,NM_001369375.1,NAP1L4,-1.084033987,0.745932557,NA,-0.324007234,0.916343371
14820,NM_001369383.1,NAP1L4,-1.923266889,0.612206366,NA,-0.506926535,1.837425926
14821,NM_001369376.1,NAP1L4,3.188766711,0.131947143,NA,1.506467737,1.167804975
14822,NM_001369381.1,NAP1L4,2.649057351,0.224087402,NA,1.215731024,1.638418385
14823,NM_001369377.1,NAP1L4,0.925602835,0.544767144,NA,0.605619962,1.928581706
14824,NM_001194997.2,CARS1,-1.933872721,0.52406093,NA,-0.637098124,0.579097487
14825,NM_001014437.3,CARS1,-3.740041871,0.106353942,NA,-1.614800327,1.380832338
14826,NM_020896.4,OSBPL5,-2.934215086,0.332217332,NA,-0.969657318,1.489489562
14827,NM_001144063.2,OSBPL5,-1.034391547,0.891220677,NA,-0.136759778,0.153317967
14828,NM_145638.3,OSBPL5,-0.072779128,0.967100215,NA,-0.041245457,0.89693994
14829,NM_001164377.1,MRGPRG,NA,NA,NA,NA,0
14830,NM_001039165.4,MRGPRE,NA,NA,NA,NA,0
14831,NM_001256823.2,ZNF195,-1.487351104,0.264350469,NA,-1.116167439,1.814049194
14832,NM_001242841.2,ZNF195,1.962932843,0.358130501,NA,0.918933223,0.853572464
14833,NM_001256824.2,ZNF195,-1.034261949,0.868043366,NA,-0.166144333,0.457696623
14834,NM_001242842.2,ZNF195,0.736923136,0.456197169,NA,0.745123326,1.999493947
14835,NM_001242843.2,ZNF195,3.178416467,0.122233682,NA,1.545465606,1.417894568
14836,NM_001130520.3,ZNF195,1.953599317,0.562753647,NA,0.578756263,0.748608317
14837,NM_001130519.3,ZNF195,-0.594037475,0.306761636,NA,-1.022040703,8.154859051
14838,NM_053017.5,ART5,-0.810699819,0.550286202,NA,-0.597331314,1.876985311
14839,NM_001297668.2,ART5,0,1,NA,0,0.292130925
14840,NM_004314.3,ART1,NA,NA,NA,NA,0
14841,NM_020402.4,CHRNA10,0,1,NA,0,0.220782652
14842,NM_001365125.2,NUP98,-0.072731236,0.935750609,NA,-0.080611892,3.589091668
14843,NM_139132.4,NUP98,0.836241139,0.227627029,NA,1.206494109,8.496765816
14844,NM_001365129.2,NUP98,0.722496261,0.240768899,NA,1.173067099,8.720821642
14845,NM_001365127.2,NUP98,1.622106364,0.099377836,NA,1.647877378,4.798894877
14846,NM_001365128.2,NUP98,0.508835763,0.703084846,NA,0.381159572,1.619577674
14847,NM_005387.7,NUP98,0.691570368,0.256454936,NA,1.134809998,5.656896517
14848,NM_139131.5,NUP98,NA,NA,NA,NA,0
14849,NM_001256235.1,PGAP2,0.126801352,0.926197821,NA,0.092629608,2.828950933
14850,NM_001283039.1,PGAP2,0,1,NA,0,0.153730923
14851,NM_001145438.2,PGAP2,0,1,NA,0,0.033751398
14852,NM_001283038.1,PGAP2,NA,NA,NA,NA,0
14853,NM_001256237.1,PGAP2,0,1,NA,0,0.127425584
14854,NM_001256236.1,PGAP2,NA,NA,NA,NA,0
14855,NM_001346400.2,PGAP2,-1.933746538,0.797603146,NA,-0.256450308,0.380385747
14856,NM_001346398.2,PGAP2,NA,NA,NA,NA,0
14857,NM_001346402.2,PGAP2,1.27536576,0.627406605,NA,0.485380299,1.642369245
14858,NM_001346399.2,PGAP2,-2.494165709,0.193318175,NA,-1.300825547,2.714530166
14859,NM_001346397.2,PGAP2,NA,NA,NA,NA,0
14860,NM_001346401.2,PGAP2,2.404403965,0.408516067,NA,0.826507851,0.72203264
14861,NM_001346405.1,PGAP2,NA,NA,NA,NA,0
14862,NM_001256238.1,PGAP2,-2.931303356,0.191522337,NA,-1.306088872,0.709520535
14863,NM_001346404.1,PGAP2,-0.806671253,0.322175072,NA,-0.98999805,5.490244233
14864,NM_001346403.1,PGAP2,-0.09344249,0.958517984,NA,-0.052013441,1.64529975
14865,NM_001256239.2,PGAP2,-3.738581467,0.084188631,NA,-1.726883265,1.539865131
14866,NM_001256240.2,PGAP2,0,1,NA,0,0.034143543
14867,NM_014489.4,PGAP2,0,1,NA,0,0.062869799
14868,NM_001318064.1,RRM1,-1.30494174,0.329385454,NA,-0.975352466,1.492369486
14869,NM_001318065.1,RRM1,0.518211774,0.714008664,NA,0.366477681,1.763388765
14870,NM_001005161.3,OR52B4,NA,NA,NA,NA,0
14871,NM_001005172.2,OR52K2,0,1,NA,0,0.058021868
14872,NM_001004137.1,OR52M1,NA,NA,NA,NA,0
14873,NM_001005170.2,OR52I2,NA,NA,NA,NA,0
14874,NM_001005169.1,OR52I1,NA,NA,NA,NA,0
14875,NM_001304496.2,TRIM68,3.230601687,0.083323144,NA,1.731721593,1.653247743
14876,NM_152430.4,OR51E1,NA,NA,NA,NA,0
14877,NM_030774.4,OR51E2,-1.075547546,0.548504863,NA,-0.60000206,0.987775956
14878,NM_001004752.2,OR51F1,NA,NA,NA,NA,0
14879,NM_001005177.3,OR52R1,NA,NA,NA,NA,0
14880,NM_001004753.2,OR51F2,NA,NA,NA,NA,0
14881,NM_001004758.1,OR51S1,NA,NA,NA,NA,0
14882,NM_001004759.2,OR51T1,NA,NA,NA,NA,0
14883,NM_001005237.1,OR51G1,NA,NA,NA,NA,0
14884,NM_001004748.1,OR51A2,NA,NA,NA,NA,0
14885,NM_001001916.2,OR52J3,NA,NA,NA,NA,0
14886,NM_001005164.2,OR52E2,NA,NA,NA,NA,0
14887,NM_001348221.1,OR52E1,NA,NA,NA,NA,0
14888,NM_001348257.1,OR52Z1P,NA,NA,NA,NA,0
14889,NM_001004760.2,OR51V1,NA,NA,NA,NA,0
14890,NM_000518.5,HBB,NA,NA,NA,NA,0
14891,NM_000519.4,HBD,NA,NA,NA,NA,0
14892,NM_000184.3,HBG2,0,1,NA,0,0.027957144
14893,NM_005330.4,HBE1,0,1,NA,0,0.031434899
14894,NM_033179.2,OR51B4,NA,NA,NA,NA,0
14895,NM_033180.4,OR51B2,NA,NA,NA,NA,0
14896,NM_001005567.3,OR51B5,NA,NA,NA,NA,0
14897,NM_001004750.1,OR51B6,NA,NA,NA,NA,0
14898,NM_001348224.1,OR51J1,NA,NA,NA,NA,0
14899,NM_001004757.2,OR51Q1,NA,NA,NA,NA,0
14900,NM_001005288.2,OR51I1,NA,NA,NA,NA,0
14901,NM_001005163.2,OR52D1,NA,NA,NA,NA,0
14902,NM_001347096.2,UBQLN3,NA,NA,NA,NA,0
14903,NM_017481.4,UBQLN3,NA,NA,NA,NA,0
14904,NM_145053.5,UBQLNL,0,1,NA,0,0.061499623
14905,NM_001005162.2,OR52B6,NA,NA,NA,NA,0
14906,NM_001003819.4,TRIM6-TRIM34,-1.48437317,0.431376833,NA,-0.786837782,1.13617767
14907,NM_001198645.2,TRIM6,1.512255632,0.380788092,NA,0.876445133,0.888251152
14908,NM_001198644.2,TRIM6,2.997087768,0.59810311,NA,0.527130295,0.617128023
14909,NM_001003818.3,TRIM6,2.089956763,0.202743577,NA,1.273773845,1.364426529
14910,NM_001003827.1,TRIM34,1.355517511,0.857741178,NA,0.179250289,0.030156498
14911,NM_021616.6,TRIM34,1.425706281,0.450951622,NA,0.753829476,1.028619746
14912,NM_130390.2,TRIM34,0.927156164,0.526308337,NA,0.633651418,0.859124226
14913,NM_001199573.2,TRIM22,0,1,NA,0,0.121777388
14914,NM_006074.5,TRIM22,-0.627718405,0.488840642,NA,-0.69215397,4.885218144
14915,NM_001005180.3,OR56B1,NA,NA,NA,NA,0
14916,NM_001001922.2,OR52N5,NA,NA,NA,NA,0
14917,NM_001005174.1,OR52N2,NA,NA,NA,NA,0
14918,NM_001005167.2,OR52E6,NA,NA,NA,NA,0
14919,NM_001005168.1,OR52E8,NA,NA,NA,NA,0
14920,NM_001146033.1,OR56A5,NA,NA,NA,NA,0
14921,NM_001005173.3,OR52L1,NA,NA,NA,NA,0
14922,NM_001005181.2,OR56B4,1.355562992,0.857736417,NA,0.179256353,0.09348622
14923,NM_001004052.1,OR52B2,NA,NA,NA,NA,0
14924,NM_001005178.1,OR52W1,NA,NA,NA,NA,0
