,targeet_id,symbol,log2FC,pvalue,padj,statistic,baseMean
1,NM_032580.4,HES7,8.219178453,5.12E-68,5.43E-64,17.42725905,102.4378199
2,NM_015411.4,SUMF2,-18.47638646,1.19E-09,6.32E-06,-6.081105053,37.46770587
3,NM_001257293.2,HNRNPH1,-18.14424269,3.30E-08,0.000116497,-5.524698606,37.98268185
4,NM_000281.4,PCBD1,-18.1570009,2.70E-07,0.000713608,-5.143570283,47.40596461
5,NM_004217.4,AURKB,-19.33175352,1.48E-06,0.003140201,-4.813544524,65.02076296
6,NM_001352330.2,DMKN,-6.439335313,5.19E-06,0.009155353,-4.557051991,52.3025739
7,NM_001322980.2,SFXN1,2.708727498,1.42E-05,0.021419035,4.341375668,16.80880241
8,NM_001347725.2,PITRM1,4.185890168,2.02E-05,0.023793937,4.262410106,14.20747933
9,NM_001099661.2,EIF3CL,4.840582949,1.97E-05,0.023793937,4.268060982,27.23743608
10,NM_001086521.2,NDUFAF8,-2.52503461,2.90E-05,0.028995146,-4.181183586,45.86486258
11,NM_032408.4,BAZ1B,1.313838258,3.01E-05,0.028995146,4.172552931,30.5706082
12,NM_017905.6,TMCO3,-7.308656713,4.29E-05,0.037889816,-4.091064064,23.21823305
13,NM_198953.1,NUDT1,-7.829490081,4.65E-05,0.037889816,-4.072471393,35.44354033
14,NM_005566.4,LDHA,0.797715867,6.63E-05,0.050112518,3.989348214,1435.767133
15,NM_003733.3,OASL,-1.45696784,7.61E-05,0.053749924,-3.956235117,62.77012767
16,NM_001908.5,CTSB,-1.272769192,9.58E-05,0.063426555,-3.900895162,78.92469701
17,NM_018235.3,CNDP2,-1.732188317,0.000152758,0.095150317,-3.786542322,23.12731769
18,NM_030653.4,DDX11,-5.147075528,0.000177,0.104125443,-3.749764849,82.54811001
19,NM_032993.2,GAR1,-6.179977077,0.0002303,0.128349767,-3.683227013,9.293253219
20,NM_002985.3,CCL5,-1.457193991,0.000261282,0.138335756,-3.650940273,122.074892
21,NM_138473.3,SP1,-7.606850058,0.000345683,0.171666258,-3.578416002,25.3731678
22,NM_001159676.1,SYNCRIP,2.251242165,0.000356659,0.171666258,3.570236862,19.63699784
23,NM_001199802.1,RPL11,-0.420378811,0.000509218,0.192430051,-3.475860093,5107.396498
24,NM_004494.3,HDGF,-1.563013203,0.000459682,0.192430051,-3.50321299,47.27913648
25,NM_012456.3,TIMM10,-1.492974662,0.000434442,0.192430051,-3.518225836,78.97534186
26,NM_003205.4,TCF12,-1.693803019,0.000455768,0.192430051,-3.50548982,20.10033188
27,NM_001284408.2,TMEM40,-2.984371931,0.000550015,0.192430051,-3.455136157,10.57865724
28,NM_001278708.2,PSMD2,-6.719063631,0.000563352,0.192430051,-3.448671432,31.82355428
29,NM_002129.4,HMGB2,0.389706967,0.000560384,0.192430051,3.450097409,686.0478585
30,NM_016588.3,NRN1,0.764344763,0.000488512,0.192430051,3.486977995,155.5813653
31,NM_004638.4,PRRC2A,-3.559801272,0.000521008,0.192430051,-3.469716236,32.65558519
32,NM_001098616.3,C1orf43,-1.300223031,0.000669649,0.198479206,-3.401713149,139.8860602
33,NM_002627.5,PFKP,-17.97298976,0.000674781,0.198479206,-3.399626101,38.71033042
34,NM_003345.5,UBE2I,-7.122991236,0.000618825,0.198479206,-3.423226611,23.36930062
35,NM_015528.3,RNF167,-17.52392548,0.000612845,0.198479206,-3.425864976,20.80162087
36,NM_001137673.2,ILF3,-1.301263779,0.000649978,0.198479206,-3.409853355,106.2461323
37,NM_001297565.2,UQCRH,-0.666136362,0.000766833,0.203919942,-3.364497036,111.0081141
38,NM_018845.4,SLC50A1,-1.448648345,0.000770309,0.203919942,-3.363248966,31.05796456
39,NM_001369614.1,PCGF2,-6.689281234,0.000741107,0.203919942,-3.373902112,16.85119456
40,NM_001256513.1,SSBP1,-1.033335328,0.000753236,0.203919942,-3.369430653,46.75311475
41,NM_002966.3,S100A10,0.550744233,0.00086366,0.219810063,3.331542988,343.9284989
42,NM_001035258.2,RPL38,1.778352209,0.000882861,0.219810063,3.325418018,233.3091553
43,NM_000998.5,RPL37A,-0.784466249,0.000913367,0.219810063,-3.315936143,684.4180923
44,NM_181800.3,UBE2C,-1.840676914,0.000908933,0.219810063,-3.317295867,24.06274147
45,NM_013403.3,STRN4,-5.977953925,0.000975127,0.219891686,-3.297606548,16.72654337
46,NM_001281710.2,NCAPH,-5.57590947,0.000976004,0.219891686,-3.297353929,10.31069479
47,NM_001204302.2,APP,2.998513902,0.000958266,0.219891686,3.302501378,15.12064604
48,NM_003819.4,PABPC4,-5.978296958,0.001014229,0.223743053,-3.286549744,10.11837075
49,NM_198334.3,GANAB,-0.91277799,0.001071109,0.227417128,-3.271150442,173.2686576
50,NM_015966.3,ERGIC3,-1.159703801,0.001092043,0.227417128,-3.26567288,281.8234222
51,NM_014309.4,RBFOX2,1.892305129,0.001095313,0.227417128,3.264826,10.11894316
52,NM_182743.3,TXNRD1,1.499525968,0.00112225,0.228212249,3.257937757,39.0321755
53,NM_001195098.1,ANKRD28,1.30782844,0.001142247,0.228212249,3.252922466,16.39582064
54,NM_001024662.3,RPL6,-1.039575073,0.001169827,0.229394495,-3.246136478,134.4413281
55,NM_183376.3,ARRDC4,0.608436048,0.001232641,0.233079249,3.231217458,302.4248384
56,NM_203418.3,RCAN1,1.559375795,0.001228726,0.233079249,3.232126641,25.42685635
57,NM_023012.6,RSRC2,0.458513621,0.001305132,0.238276638,3.214848857,173.2965393
58,NM_001017928.4,MIX23,0.510735766,0.001300736,0.238276638,3.215817222,134.8995664
59,NM_017785.5,SPDL1,-1.01224796,0.001376751,0.247091862,-3.199481268,60.32953535
60,NM_004052.3,BNIP3,0.747243974,0.001501317,0.252340401,3.174428844,193.2162364
61,NM_001257145.2,DDX11,-3.503185937,0.001483655,0.252340401,-3.177861683,20.01895892
62,NM_025256.7,EHMT2,-2.523583127,0.001490231,0.252340401,-3.176579164,14.17846367
63,NM_018482.4,ASAP1,-1.873621864,0.001451874,0.252340401,-3.184134802,19.28287874
64,NM_005101.4,ISG15,-3.915735553,0.010055445,0.252923007,-2.573916814,82.51435947
65,NM_017871.6,INTS11,-1.938355175,0.02225721,0.252923007,-2.285949546,35.36786792
66,NM_017900.3,AURKAIP1,-2.302054516,0.026770247,0.252923007,-2.21485167,65.92245408
67,NM_001170535.3,ATAD3A,-2.519718392,0.024810387,0.252923007,-2.244342285,18.78014695
68,NM_001198993.2,NADK,-1.997089566,0.011960572,0.252923007,-2.513305459,32.94956955
69,NM_017818.4,WRAP73,-1.416587545,0.012187312,0.252923007,-2.506673828,33.43009136
70,NM_018198.4,DNAJC11,-0.556806331,0.024719107,0.252923007,-2.245764335,63.21957244
71,NM_001009566.3,CLSTN1,-0.913961414,0.02611552,0.252923007,-2.224489625,41.33037272
72,NM_002631.4,PGD,-0.770367375,0.009597841,0.252923007,-2.589991124,178.0571595
73,NM_006341.4,MAD2L2,-1.413245744,0.020398248,0.252923007,-2.318940763,90.41554421
74,NM_000302.4,PLOD1,-1.918451056,0.012145763,0.252923007,-2.507880792,40.895828
75,NM_014874.4,MFN2,-0.685878816,0.021831145,0.252923007,-2.293292939,77.32809693
76,NM_001136561.3,HNRNPCL2,0.336357692,0.010836676,0.252923007,2.547921804,985.9686098
77,NM_015164.4,PLEKHM2,-1.601153542,0.026659884,0.252923007,-2.216461913,20.41172859
78,NM_018090.5,NECAP2,-0.671559925,0.017991588,0.252923007,-2.365791194,42.21167441
79,NM_002403.4,MFAP2,-1.989569038,0.020894728,0.252923007,-2.309881283,14.85347412
80,NM_001136204.3,RCC2,-1.003406827,0.015541474,0.252923007,-2.419509055,152.2842294
81,NM_015047.3,EMC1,-1.336594566,0.003122119,0.252923007,-2.955451386,35.18733262
82,NM_016183.4,MRTO4,-0.613204076,0.00367928,0.252923007,-2.904425308,85.94198303
83,NM_032409.3,PINK1,-1.087985297,0.026135599,0.252923007,-2.224190963,41.63347033
84,NM_001009999.3,KDM1A,-0.859633709,0.010547105,0.252923007,-2.557356549,29.34193436
85,NM_000975.5,RPL11,-0.717126969,0.010929142,0.252923007,-2.544956291,100.400515
86,NM_001008216.2,GALE,-2.438100917,0.00687313,0.252923007,-2.702929616,25.76835438
87,NM_017761.4,PNRC2,0.390409262,0.011126287,0.252923007,2.53870729,163.3530048
88,NM_013943.3,CLIC4,0.369512003,0.023899512,0.252923007,2.258740814,209.8235562
89,NM_005563.4,STMN1,0.357991753,0.025750122,0.252923007,2.229959647,951.0913942
90,NM_022872.3,IFI6,-2.281182714,0.013768714,0.252923007,-2.463241489,22.89139198
91,NM_002038.4,IFI6,-0.588199617,0.02488753,0.252923007,-2.243143994,115.0150389
92,NM_002946.5,RPA2,0.311220577,0.023184306,0.252923007,2.27038381,182.4106864
93,NM_016258.3,YTHDF2,0.33172203,0.019809541,0.252923007,2.329935868,130.7075218
94,NM_001369860.1,PTP4A2,0.457625001,0.012324828,0.252923007,2.502704848,131.7413284
95,NM_175852.4,TXLNA,-0.503012458,0.021242053,0.252923007,-2.303654368,64.64953641
96,NM_003757.3,EIF3I,-0.528352096,0.01446192,0.252923007,-2.445580393,418.0588986
97,NM_052841.4,TSSK3,-1.481407334,0.018238786,0.252923007,-2.360734441,31.01931643
98,NM_018045.8,BSDC1,-2.301560557,0.01889645,0.252923007,-2.347567481,22.81847377
99,NM_001198973.2,KIAA1522,-0.887557155,0.019609948,0.252923007,-2.333728398,25.37819603
100,NM_003680.3,YARS1,-0.349283615,0.005997455,0.252923007,-2.747920503,245.3568441
101,NM_017825.3,ADPRS,-1.231223857,0.025488197,0.252923007,-2.233922137,37.52246722
102,NM_001135653.2,PABPC4,-2.213485124,0.019492224,0.252923007,-2.335981151,63.03681312
103,NM_012421.4,RLF,0.671666742,0.019487937,0.252923007,2.336063414,31.05483814
104,NM_001031694.2,SCMH1,-0.987027342,0.013833043,0.252923007,-2.461569936,21.31142029
105,NM_001005417.2,B4GALT2,-1.875658151,0.01397448,0.252923007,-2.457918713,35.40183567
106,NM_001319957.2,RNF220,-1.104893977,0.020364322,0.252923007,-2.319566831,43.52645639
107,NM_001012.2,RPS8,-0.768696261,0.02161041,0.252923007,-2.297146565,4199.110653
108,NM_000374.5,UROD,-1.521217361,0.016081937,0.252923007,-2.407050693,105.7768339
109,NM_015112.3,MAST2,-1.077258295,0.018229038,0.252923007,-2.360932712,36.57355053
110,NM_003579.4,RAD54L,-0.899170981,0.022706771,0.252923007,-2.278332565,54.27102679
111,NM_148907.3,OSBPL9,0.556325776,0.012548955,0.252923007,2.496319396,50.08687345
112,NM_000098.3,CPT2,-1.953812592,0.00970692,0.252923007,-2.58609845,23.67550544
113,NM_001256409.2,LRRC42,-1.789520053,0.013925679,0.252923007,-2.459174824,15.16645886
114,NM_014762.4,DHCR24,-0.559497598,0.021697055,0.252923007,-2.295629837,76.33684699
115,NM_001330616.2,AK4,0.67876761,0.025083225,0.252923007,2.240118589,53.81075085
116,NM_001018069.2,SERBP1,0.374374795,0.009290808,0.252923007,2.601163795,139.5900159
117,NM_001199741.2,GADD45A,1.783805315,0.006886407,0.252923007,2.702288045,14.11569128
118,NM_001924.4,GADD45A,-4.736529964,0.011254178,0.252923007,-2.534705873,37.15805284
119,NM_001889.4,CRYZ,0.484525432,0.015382984,0.252923007,2.423234721,71.96825789
120,NM_004261.5,SELENOF,0.330631771,0.015892618,0.252923007,2.411372263,312.8113815
121,NM_013386.5,SLC25A24,-0.85568112,0.018717472,0.252923007,-2.351110542,33.46667582
122,NM_001349762.2,PRPF38B,1.272881065,0.025090357,0.252923007,2.240008712,12.08228516
123,NM_006513.4,SARS1,-0.343794435,0.01726075,0.252923007,-2.381105884,350.7444402
124,NM_006090.5,CEPT1,0.540274293,0.019391509,0.252923007,2.337917876,60.00218328
125,NM_006135.3,CAPZA1,0.426899161,0.011870286,0.252923007,2.51597721,215.6816388
126,NM_001321324.1,MOV10,-1.476190644,0.015765754,0.252923007,-2.414293573,49.28013538
127,NM_001007553.3,CSDE1,0.383770085,0.022082459,0.252923007,2.28894653,104.8207133
128,NM_000701.8,ATP1A1,-0.213817395,0.015035344,0.252923007,-2.431526603,509.7332463
129,NM_006623.4,PHGDH,-1.397031817,0.007777715,0.252923007,-2.661570069,338.6534
130,NM_006472.6,TXNIP,0.557435912,0.002658462,0.252923007,3.004696222,252.2761295
131,NM_030920.5,ANP32E,0.399958388,0.020932053,0.252923007,2.309207793,191.9441483
132,NM_025150.5,TARS2,-0.874690231,0.009741118,0.252923007,-2.584886083,62.70515433
133,NM_021960.5,MCL1,0.3738541,0.023074114,0.252923007,2.27220529,121.4707336
134,NM_001243491.2,SETDB1,1.092695162,0.01135827,0.252923007,2.531478755,22.91429828
135,NM_001330692.2,PSMD4,-0.631879652,0.005945866,0.252923007,-2.75075186,339.0384044
136,NM_001198774.2,PI4KB,-6.79128431,0.003054545,0.252923007,-2.962194762,13.57694546
137,NM_002796.3,PSMB4,-0.739240439,0.016035787,0.252923007,-2.408100033,377.1751147
138,NM_015100.4,POGZ,-3.466951551,0.00229758,0.252923007,-3.048799249,15.33885544
139,NM_181715.3,CRTC2,-1.509423901,0.022138005,0.252923007,-2.28799169,23.67983673
140,NM_014847.4,UBAP2L,-0.835761021,0.026301486,0.252923007,-2.221731065,60.9514399
141,NM_006118.4,HAX1,-0.592994486,0.015072242,0.252923007,-2.430638555,257.3290443
142,NM_006556.4,PMVK,-1.593157029,0.013521794,0.252923007,-2.469722384,27.83775143
143,NM_201398.3,FLAD1,-6.182481234,0.012825777,0.252923007,-2.488570595,10.37364909
144,NM_153741.2,DPM3,-4.803373351,0.016581788,0.252923007,-2.395851912,17.71565861
145,NM_001005741.3,GBA,-2.714560637,0.010797304,0.252923007,-2.549191352,10.30173188
146,NM_006589.3,FAM189B,-0.96072876,0.01956566,0.252923007,-2.334574498,29.78206182
147,NM_052837.3,SCAMP3,-0.964928779,0.003129887,0.252923007,-2.954684735,31.65496334
148,NM_001294338.2,CLK2,-6.178492455,0.002562157,0.252923007,-3.015902403,13.3310022
149,NM_001135821.2,FDPS,-0.984126803,0.00977578,0.252923007,-2.583661108,26.85183114
150,NM_003145.4,SSR2,-0.50189128,0.004406931,0.252923007,-2.847462299,278.7147094
151,NM_001257374.3,LMNA,-6.182233644,0.007950759,0.252923007,-2.654153753,12.12184171
152,NM_144772.3,NAXE,-0.929656246,0.003178049,0.252923007,-2.949969913,218.2889935
153,NM_001303095.1,ISG20L2,-1.37042368,0.002470024,0.252923007,-3.026989618,30.08491582
154,NM_001126051.1,HDGF,-0.310653456,0.023646755,0.252923007,-2.262820522,389.9135756
155,NM_001126050.2,HDGF,-1.282887767,0.024245615,0.252923007,-2.253214707,19.15479016
156,NM_003564.3,TAGLN2,-1.371577528,0.005388393,0.252923007,-2.782848699,470.1183016
157,NM_003768.5,PEA15,-0.390071939,0.015667007,0.252923007,-2.416581775,107.0575943
158,NM_007240.3,DUSP12,0.527611686,0.008089836,0.252923007,2.648297229,69.33611553
159,NM_152902.5,TIPRL,0.36295631,0.023005479,0.252923007,2.273343652,106.5810586
160,NM_001320252.2,GORAB,0.874594516,0.011695955,0.252923007,2.521187375,18.1711696
161,NM_153747.2,PIGC,0.540166422,0.007660154,0.252923007,2.666693298,86.57353037
162,NM_001357.5,DHX9,0.316501833,0.021228522,0.252923007,2.303895293,226.7454263
163,NM_201568.3,SMG7,-0.855772271,0.01535083,0.252923007,-2.4239947,32.25080631
164,NM_015984.5,UCHL5,-5.457876067,0.005348326,0.252923007,-2.785269464,10.10344084
165,NM_001319182.2,RNPEP,-0.646280437,0.014095516,0.252923007,-2.454819981,123.0814293
166,NM_153826.4,CD46,1.519321541,0.015140276,0.252923007,2.429006127,13.06275358
167,NM_002497.4,NEK2,0.46853935,0.00834916,0.252923007,2.637613823,96.76139411
168,NM_013349.5,NENF,-0.847850393,0.005436351,0.252923007,-2.779972433,133.833644
169,NM_016121.5,KCTD3,0.530723743,0.014391784,0.252923007,2.447332912,60.59899372
170,NM_003676.4,DEGS1,-3.63622673,0.00504663,0.252923007,-2.804042212,36.2716555
171,NM_001115113.3,WDR26,0.408231251,0.018050694,0.252923007,2.364576607,131.1213662
172,NM_000120.4,EPHX1,-0.867867546,0.010117699,0.252923007,-2.571780591,50.97630299
173,NM_001618.4,PARP1,-0.353109721,0.002503441,0.252923007,-3.022925235,608.7706398
174,NM_000447.3,PSEN2,-1.151023669,0.016096898,0.252923007,-2.406711101,19.35587776
175,NM_181463.3,MRPL55,-2.253197783,0.016542549,0.252923007,-2.39672023,32.24538626
176,NM_001301733.1,COA6,-1.04895133,0.023011829,0.252923007,-2.273238201,13.51140843
177,NM_014765.3,TOMM20,0.332225,0.019295831,0.252923007,2.339765891,681.9244843
178,NM_001317955.2,IDI1,0.513890928,0.018625159,0.252923007,2.35294959,108.3856682
179,NM_001494.4,GDI2,0.356189625,0.021596183,0.252923007,2.297396123,406.9024319
180,NM_001001973.3,ATP5F1C,0.340994436,0.006172024,0.252923007,2.738499594,634.4750311
181,NM_012247.5,SEPHS1,-1.338757612,0.011785869,0.252923007,-2.518491601,90.56592859
182,NM_100264.3,WAC,0.513490819,0.009175048,0.252923007,2.605461874,107.0179195
183,NM_004521.3,KIF5B,0.335304485,0.0267028,0.252923007,2.215835067,170.7447352
184,NM_006327.4,TIMM23,0.351771657,0.012335932,0.252923007,2.502386067,189.3699272
185,NM_007057.4,ZWINT,-0.749761567,0.011780596,0.252923007,-2.518649213,159.9403786
186,NM_001786.5,CDK1,0.351200434,0.014657229,0.252923007,2.440739351,431.9081747
187,NM_001322438.1,HNRNPH3,0.370550171,0.004639283,0.252923007,2.831068191,273.8474479
188,NM_024045.2,DDX50,0.324639987,0.024091618,0.252923007,2.255665025,149.2526853
189,NM_021129.4,PPA1,0.363051329,0.024302245,0.252923007,2.252317026,550.6514838
190,NM_001042465.3,PSAP,-0.787983152,0.011055429,0.252923007,-2.540941899,205.6654072
191,NM_001135753.1,ECD,0.816631241,0.017431283,0.252923007,2.377482231,24.34346033
192,NM_012095.6,AP3M1,1.486588329,0.022421385,0.252923007,2.283152537,20.15691614
193,NM_005729.4,PPIF,-0.424734031,0.019051443,0.252923007,-2.344522844,170.6538979
194,NM_032333.5,PRXL2A,-1.305092383,0.019698498,0.252923007,-2.332041701,21.0039977
195,NM_001613.4,ACTA2,-0.59035152,0.019466911,0.252923007,-2.336467086,55.40641062
196,NM_002860.4,ALDH18A1,-0.621276466,0.022003813,0.252923007,-2.290302043,98.50582462
197,NM_031212.4,SLC25A28,-0.772088388,0.006768163,0.252923007,-2.70804115,42.72497754
198,NM_001100626.2,ERLIN1,-1.361052133,0.020574436,0.252923007,-2.315704002,35.10612119
199,NM_001001342.2,BLOC1S2,-2.63117122,0.014483816,0.252923007,-2.445034802,12.43024106
200,NM_006993.2,NPM3,-1.765229879,0.007970395,0.252923007,-2.653321358,105.0521099
201,NM_012215.5,OGA,0.33702152,0.018664559,0.252923007,2.352163706,165.0024262
202,NM_024040.3,CUEDC2,-2.058513752,0.01258421,0.252923007,-2.495324195,103.8313342
203,NM_001304743.2,SLK,0.502012835,0.017529142,0.252923007,2.375416838,59.15861892
204,NM_004832.3,GSTO1,0.378684868,0.00321765,0.252923007,2.946141664,319.6557778
205,NM_001324134.2,XPNPEP1,1.39851868,0.024553258,0.252923007,2.248359769,18.15075384
206,NM_001271816.2,DCLRE1A,0.804564045,0.008847939,0.252923007,2.617874316,31.75862647
207,NM_016567.4,BCCIP,0.555717675,0.007433752,0.252923007,2.676761549,73.31149293
208,NM_145806.4,ZNF511,-1.099031117,0.026937398,0.252923007,-2.212423764,43.78405678
209,NM_021034.3,IFITM3,-2.544479617,0.009911425,0.252923007,-2.578904264,145.7078072
210,NM_002939.4,RNH1,-5.790283842,0.001584074,0.252923007,-3.158823511,9.426884801
211,NM_004357.5,CD151,-2.286347227,0.016322304,0.252923007,-2.401627862,50.33507204
212,NM_021134.4,MRPL23,-1.705043919,0.023971492,0.252923007,-2.25758585,66.29040464
213,NM_145689.3,APBB1,-2.731791512,0.020559813,0.252923007,-2.315971708,22.22535774
214,NM_004517.4,ILK,-4.45347998,0.002550741,0.252923007,-3.017256223,21.66979386
215,NM_001418.4,EIF4G2,0.2696252,0.023727415,0.252923007,2.26151452,456.5952852
216,NM_138421.3,SAAL1,0.434930865,0.026852222,0.252923007,2.21365934,62.9458344
217,NM_005898.5,CAPRIN1,0.380918963,0.010620287,0.252923007,2.554950614,131.6099546
218,NM_032389.6,ARFGAP2,-1.234712976,0.011809928,0.252923007,-2.517773392,27.60782861
219,NM_004223.5,UBE2L6,-0.867509661,0.003072553,0.252923007,-2.960384517,94.49971575
220,NM_014502.5,PRPF19,-1.00331266,0.010065702,0.252923007,-2.573564022,124.5610298
221,NM_024092.3,TMEM109,-1.315165015,0.003684245,0.252923007,-2.904003077,30.51055989
222,NM_014206.4,TMEM258,-0.546105045,0.004374522,0.252923007,-2.849810932,140.2961722
223,NM_004265.4,FADS2,-1.678162111,0.023369924,0.252923007,-2.267332454,52.87786129
224,NM_001404.5,EEF1G,-0.962072053,0.012307671,0.252923007,-2.503197886,2812.358169
225,NM_003164.5,STX5,-2.322902909,0.026668471,0.252923007,-2.216336416,20.41242299
226,NM_004074.3,COX8A,-1.507703764,0.021755809,0.252923007,-2.294604337,154.2443935
227,NM_057092.2,FKBP2,-2.114368502,0.024309079,0.252923007,-2.252208823,23.21140095
228,NM_138689.3,PPP1R14B,-1.855164409,0.014590628,0.252923007,-2.442383754,41.298361
229,NM_016404.3,TRMT112,-1.110493596,0.018391951,0.252923007,-2.357631274,135.1836724
230,NM_001358516.2,PRDX5,-1.53968267,0.018040015,0.252923007,-2.364795799,154.7423662
231,NM_001667.4,ARL2,-5.606323213,0.005417473,0.252923007,-2.781101921,23.06245447
232,NM_001997.5,FAU,-1.334067528,0.019824986,0.252923007,-2.329643788,467.2619667
233,NM_001198868.2,CAPN1,-1.58434148,0.024203559,0.252923007,-2.253882529,16.84989014
234,NM_006268.5,DPF2,-0.927684609,0.015853098,0.252923007,-2.412280087,32.55855176
235,NM_020680.4,SCYL1,-3.445251468,0.023481943,0.252923007,-2.265501162,11.81439808
236,NM_005507.3,CFL1,-0.649313982,0.004792506,0.252923007,-2.820659387,450.8051014
237,NM_003860.4,BANF1,-1.049663051,0.00566477,0.252923007,-2.766579927,396.7497919
238,NM_006842.3,SF3B2,-0.577065672,0.022526214,0.252923007,-2.281375879,183.4166233
239,NM_001134776.2,KLC2,-2.155918783,0.019658159,0.252923007,-2.332809259,14.26679962
240,NM_030981.3,RAB1B,-1.795787492,0.015736853,0.252923007,-2.414961971,65.76842418
241,NM_020470.3,YIF1A,-1.908434501,0.021717789,0.252923007,-2.295267665,26.63596308
242,NM_002708.4,PPP1CA,-1.490961368,0.008613733,0.252923007,-2.627015836,72.64169979
243,NM_003977.4,AIP,-2.400513735,0.010510911,0.252923007,-2.558551966,44.74044002
244,NM_007103.4,NDUFV1,-1.9686081,0.014048838,0.252923007,-2.456012225,51.94498914
245,NM_181514.2,MRPL21,-0.385352836,0.016706292,0.252923007,-2.393108666,109.2529891
246,NM_017907.3,LAMTOR1,-0.645960593,0.023656833,0.252923007,-2.262657144,50.56139071
247,NM_015159.3,FAM168A,-2.260047299,0.006136269,0.252923007,-2.740409435,17.99189635
248,NM_001005.5,RPS3,-2.119124036,0.013485322,0.252923007,-2.470688521,218.5053182
249,NM_001256802.2,RPS3,-0.494377379,0.006219218,0.252923007,-2.735993879,1684.577006
250,NM_001293.3,CLNS1A,0.425977476,0.016941117,0.252923007,2.387983183,100.6414533
251,NM_021825.4,CCDC90B,-2.03682957,0.020575097,0.252923007,-2.315691904,11.43872266
252,NM_024116.4,TAF1D,0.402205442,0.006403238,0.252923007,2.726384366,134.0939414
253,NM_052932.3,TMEM123,0.393865757,0.024314718,0.252923007,2.252119552,186.6565751
254,NM_001276504.2,SDHD,8.333063598,0.002242353,0.252923007,3.056101506,11.79680337
255,NM_015523.4,REXO2,0.449475218,0.010422098,0.252923007,2.561500886,112.6628978
256,NM_001130991.3,HYOU1,-0.989405915,0.004153137,0.252923007,-2.86628996,45.85625626
257,NM_000190.4,HMBS,-2.738040659,0.014630884,0.252923007,-2.441389033,10.20087643
258,NM_006500.3,MCAM,-1.176680852,0.020319994,0.252923007,-2.320386208,31.95474093
259,NM_001130148.2,CCDC77,-3.081196262,0.014503771,0.252923007,-2.444538217,11.36917825
260,NM_002014.4,FKBP4,-0.278158552,0.024532063,0.252923007,-2.248692555,248.3853548
261,NM_021953.4,FOXM1,-2.03634405,0.014072509,0.252923007,-2.455407176,48.64719121
262,NM_201441.3,TEAD4,-2.640524196,0.011574873,0.252923007,-2.524846831,9.234574711
263,NM_001256536.1,PRMT8,-1.373484179,0.015204833,0.252923007,-2.427463102,15.74621635
264,NM_001033714.3,NOP2,-2.743873997,0.008486468,0.252923007,-2.632076779,15.6145563
265,NM_001258308.2,NOP2,-1.117656463,0.005539087,0.252923007,-2.773887273,64.19604305
266,NM_001273.5,CHD4,-1.499471294,0.007877297,0.252923007,-2.657284335,21.13444156
267,NM_001127582.2,ING4,-1.151967331,0.005779446,0.252923007,-2.760039014,21.81579674
268,NM_001330333.2,PTMS,-2.083017819,0.010562151,0.252923007,-2.556860687,25.16896672
269,NM_001159287.1,TPI1,-1.63764262,0.023674009,0.252923007,-2.26237881,27.3390851
270,NM_138425.4,C12orf57,-2.477205271,0.022710537,0.252923007,-2.278269306,70.47101016
271,NM_001144831.2,PHB2,-0.778481138,0.01494575,0.252923007,-2.43369095,403.8171402
272,NM_007178.4,STRAP,0.303710798,0.019691309,0.252923007,2.332178379,385.5924598
273,NM_005504.7,BCAT1,-1.822624239,0.019134574,0.252923007,-2.342898764,19.42458276
274,NM_030762.3,BHLHE41,0.821770482,0.010410459,0.252923007,2.561888972,27.2895848
275,NM_018164.3,INTS13,0.450728829,0.00621213,0.252923007,2.736369141,112.9707253
276,NM_021821.4,MRPS35,0.350807129,0.020103516,0.252923007,2.324410257,137.2547998
277,NM_033114.4,ZCRB1,0.381201741,0.013143624,0.252923007,2.479853869,130.8957122
278,NM_001077484.2,SLC38A1,-1.507921542,0.026883053,0.252923007,-2.213211714,36.96511857
279,NM_000289.6,PFKM,-0.818314427,0.00376175,0.252923007,-2.897478968,85.0066188
280,NM_016594.3,FKBP11,-0.638751793,0.025889584,0.252923007,-2.227864027,38.3855914
281,NM_006082.3,TUBA1B,-0.563813613,0.013541725,0.252923007,-2.469195407,2408.890933
282,NM_001303114.1,TUBA1C,-0.75648622,0.002223615,0.252923007,-3.058616604,290.0620376
283,NM_001278324.2,TROAP,-1.70752732,0.022705238,0.252923007,-2.278358318,66.63203096
284,NM_001095.4,ASIC1,-1.059509123,0.023451808,0.252923007,-2.265993055,25.29886576
285,NM_003076.5,SMARCD1,-0.442078335,0.012452808,0.252923007,-2.499046191,113.5763705
286,NM_032901.4,COX14,-0.691089415,0.00237494,0.252923007,-3.03883613,119.4906494
287,NM_001113547.2,LIMA1,0.723816615,0.011551398,0.252923007,2.525560229,41.31842488
288,NM_001136268.2,DAZAP2,3.896637382,0.010570049,0.252923007,2.556600657,47.4334067
289,NM_014764.4,DAZAP2,-1.077865344,0.00710056,0.252923007,-2.692090829,157.8039737
290,NM_001098673.2,ATG101,-1.489041087,0.010199166,0.252923007,-2.569002705,30.1319129
291,NM_000224.3,KRT18,-1.067670833,0.007006214,0.252923007,-2.696548778,174.2757136
292,NM_005176.7,ATP5MC2,-1.452654609,0.006288741,0.252923007,-2.732333695,729.8349685
293,NM_031157.4,HNRNPA1,-0.563905149,0.008242665,0.252923007,-2.641964695,162.4689211
